zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
10001,STANDARD,0,New York,,Empire State-G P O-Greeley Square-Macys Finance-Manhattan,NY,New York County,America/New_York,718-917-347-646,NA,US,40.75,-74,19710
10002,STANDARD,0,New York,Knickerbocker,Manhattan-New York City-Ny-Ny City-Nyc,NY,New York County,America/New_York,718,NA,US,40.71,-73.99,71450
10003,STANDARD,0,New York,,Cooper-Manhattan,NY,New York County,America/New_York,212-347-646-718-917,NA,US,40.73,-73.99,39470
10004,STANDARD,0,New York,Bowling Green,,NY,New York County,America/New_York,212-347-646-718-917,NA,US,40.69,-74.02,4380
10005,STANDARD,0,New York,Wall Street,Manhattan-Nyc,NY,New York County,America/New_York,347-718-212-646-917,NA,US,40.71,-74.01,8600
10006,STANDARD,0,New York,Trinity,Manhattan-Nyc,NY,New York County,America/New_York,917-929,NA,US,40.71,-74.01,3390
10007,STANDARD,0,New York,,Church Street-Manhattan-Nyc,NY,New York County,America/New_York,212-347-718-917-929-646,NA,US,40.71,-74.01,5910
10009,STANDARD,0,New York,,Manhattan-Nyc-Peter Stuyvesant,NY,New York County,America/New_York,212-646-718-917,NA,US,40.73,-73.98,46940
10010,STANDARD,0,New York,,Madison Square Sta-Manhattan-Nyc,NY,New York County,America/New_York,212-646-917-718,NA,US,40.74,-73.98,24020
10011,STANDARD,0,New York,,,NY,New York County,America/New_York,212-347-646-718-917-929,NA,US,40.74,-74,40950
10012,STANDARD,0,New York,Prince,Manhattan-Ny City-Nyc,NY,New York County,America/New_York,646-929-347-718,NA,US,40.73,-74,17250
10013,STANDARD,0,New York,Canal Street-Chinatown,Manhattan-Nyc,NY,New York County,America/New_York,347-718-646-929-212-917,NA,US,40.72,-74,24680
10014,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-347-718-917-929-646,NA,US,40.73,-74.01,25220
10016,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-718-917-347,NA,US,40.75,-73.98,42940
10017,STANDARD,0,New York,,Grand Central-Manhattan-Nyc,NY,New York County,America/New_York,212-646-718,NA,US,40.75,-73.97,17990
10018,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.99,8840
10019,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-917-347-646-718-914,NA,US,40.77,-73.99,34280
10020,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.98,2326
10021,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,347-212-646-917,NA,US,40.77,-73.96,36490
10022,STANDARD,0,New York,,Franklin D Roosevelt-Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.76,-73.97,29800
10023,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-347-646-718-917,NA,US,40.78,-73.98,52150
10024,STANDARD,0,New York,,Manhattan-Nyc-Planetarium,NY,New York County,America/New_York,212-646-917,NA,US,40.8,-73.97,50420
10025,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.8,-73.97,73730
10026,STANDARD,0,New York,,Morningside-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.8,-73.95,30440
10027,STANDARD,0,New York,,Manhattan-Manhattanville-Ny City-Nyc,NY,New York County,America/New_York,212-646-718-917,NA,US,40.81,-73.95,45080
10028,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-347-646-917,NA,US,40.78,-73.95,39430
10029,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.79,-73.94,60970
10030,STANDARD,0,New York,,College-Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.82,-73.94,23010
10031,STANDARD,0,New York,,Hamilton Grange-Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.83,-73.95,47370
10032,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-347-646-917,NA,US,40.84,-73.94,48530
10033,STANDARD,0,New York,,Manhattan-Nyc-Washington Bridge,NY,New York County,America/New_York,212-347-646-917,NA,US,40.85,-73.93,45600
10034,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-917-718-646,NA,US,40.87,-73.92,34740
10035,STANDARD,0,New York,,Manhattan-Nyc-Randalls Island-Triborough-Wards Is-Wards Island,NY,New York County,America/New_York,212,NA,US,40.8,-73.93,26650
10036,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.76,-73.99,25310
10037,STANDARD,0,New York,,Lincolnton-Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.81,-73.94,16880
10038,STANDARD,0,New York,Peck Slip,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.71,-74,18310
10039,STANDARD,0,New York,,Colonial Park-Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.83,-73.94,23320
10040,STANDARD,0,New York,,Fort George-Manhattan-Nyc,NY,New York County,America/New_York,347-646-917-212,NA,US,40.86,-73.93,36340
10041,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,212-646-718-917-347,NA,US,40.71,-73.99,23
10044,STANDARD,0,New York,Roosevelt Isl-Roosevelt Island,,NY,New York County,America/New_York,646-718,NA,US,40.76,-73.95,7080
10045,STANDARD,0,New York,,Federal Reserve,NY,New York County,America/New_York,212-917,NA,US,40.71,-73.99,0
10055,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,212,NA,US,40.71,-73.99,20
10060,STANDARD,0,New York,,,NY,New York County,America/New_York,347-212-646-718-917,NA,US,40.71,-73.99,0
10065,STANDARD,0,New York,,,NY,New York County,America/New_York,212,NA,US,40.76,-73.96,24130
10069,STANDARD,0,New York,,,NY,New York County,America/New_York,917-212-347-646-718,NA,US,40.78,-73.99,5260
10075,STANDARD,0,New York,,,NY,New York County,America/New_York,347,NA,US,40.77,-73.95,22000
10090,STANDARD,0,New York,,,NY,New York County,America/New_York,212-646-917,NA,US,40.71,-73.99,0
10103,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.98,199
10104,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,212,NA,US,40.71,-73.99,41
10105,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,212,NA,US,40.71,-73.99,334
10106,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,347-646-718-914-212-917,NA,US,40.71,-73.99,220
10107,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,347-212-646-718-914-917,NA,US,40.71,-73.99,406
10110,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-347-646-718-917,NA,US,40.75,-73.98,478
10111,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.98,1191
10112,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.98,563
10115,STANDARD,0,New York,,,NY,New York County,America/New_York,212,NA,US,40.81,-73.96,22
10118,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,917-929,NA,US,40.71,-73.99,725
10119,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.75,-73.99,392
10120,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,929,NA,US,40.71,-73.99,0
10121,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-917-347-646-718,NA,US,40.71,-73.99,34
10122,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,646,NA,US,40.71,-73.99,166
10123,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.71,-73.99,554
10128,STANDARD,0,New York,,Manhattan-Ny-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.78,-73.95,51720
10151,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,212,NA,US,40.71,-73.99,39
10152,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.76,-73.97,107
10153,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.97,46
10154,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,212-646-917,NA,US,40.76,-73.97,433
10155,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.71,-73.99,50
10158,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,347-646-718-917,NA,US,40.71,-73.99,38
10161,STANDARD,0,New York,,,NY,New York County,America/New_York,347-646-917-929,NA,US,40.71,-73.99,0
10162,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.77,-73.95,1450
10165,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.75,-73.98,597
10166,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.71,-73.99,295
10167,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-718,NA,US,40.75,-73.97,187
10168,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.75,-73.98,253
10169,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.75,-73.98,254
10170,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.75,-73.98,334
10171,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.97,40
10172,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,718-212-646-917,NA,US,40.76,-73.97,388
10173,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.75,-73.98,0
10174,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,347-646-917,NA,US,40.75,-73.98,52
10175,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.71,-73.99,108
10176,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.71,-73.99,30
10177,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212,NA,US,40.76,-73.98,22
10178,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,718-212-646-917,NA,US,40.71,-73.99,436
10199,STANDARD,0,New York,,G P O Official Mail,NY,New York County,America/New_York,212-917-646-718,NA,US,40.75,-74,0
10200,STANDARD,0,New York,,Manhattan-New York City-Ny-Ny City-Nyc,NY,,America/New_York,,NA,US,40.77,-73.95,0
10270,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,212-646-917-347-718,NA,US,40.71,-73.99,0
10271,STANDARD,0,New York,,Manhattan,NY,New York County,America/New_York,929-212-917,NA,US,40.71,-74.01,55
10278,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917-347-718,NA,US,40.72,-74,0
10279,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917,NA,US,40.71,-74.01,0
10280,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,347-212-646-917-929,NA,US,40.71,-74.02,7410
10281,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,929-347-212-646-917,NA,US,40.71,-73.99,677
10282,STANDARD,0,New York,,Manhattan-Nyc,NY,New York County,America/New_York,212-646-917-347-929,NA,US,40.72,-74.02,4910
10301,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,718,NA,US,40.63,-74.09,33260
10302,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,347-929-718-917,NA,US,40.63,-74.14,16100
10303,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,718,NA,US,40.63,-74.17,24020
10304,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,917-347-718,NA,US,40.61,-74.09,38250
10305,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,212,NA,US,40.6,-74.07,36980
10306,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,718,NA,US,40.58,-74.14,50460
10307,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,347-718-917-929,NA,US,40.51,-74.24,12940
10308,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,718,NA,US,40.55,-74.15,25790
10309,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,718-347-917-929,NA,US,40.53,-74.22,29770
10310,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,718-917-929,NA,US,40.63,-74.12,22810
10311,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,718,NA,US,40.61,-74.18,0
10312,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,347-917-929-718,NA,US,40.55,-74.18,56670
10314,STANDARD,0,Staten Island,,,NY,Richmond County,America/New_York,347-718-917-929,NA,US,40.6,-74.17,79230
10451,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,718,NA,US,40.82,-73.93,43240
10452,STANDARD,0,Bronx,,Highbridge-Stadium-University Heights,NY,Bronx County,America/New_York,347-646-917-929-212-718,NA,US,40.84,-73.92,70360
10453,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,718,NA,US,40.85,-73.91,73190
10454,STANDARD,0,Bronx,,Mott Haven,NY,Bronx County,America/New_York,718,NA,US,40.81,-73.92,31880
10455,STANDARD,0,Bronx,,Hub,NY,Bronx County,America/New_York,718,NA,US,40.81,-73.91,35240
10456,STANDARD,0,Bronx,,Morrisania,NY,Bronx County,America/New_York,718-212-347-646-917-929,NA,US,40.83,-73.91,80050
10457,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,718-212-347-646-917-929,NA,US,40.85,-73.9,64740
10458,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,718,NA,US,40.86,-73.89,66470
10459,STANDARD,0,Bronx,,Boulevard-Longwood,NY,Bronx County,America/New_York,718,NA,US,40.83,-73.89,41540
10460,STANDARD,0,Bronx,,Crotona Park-West Farms,NY,Bronx County,America/New_York,212,NA,US,40.84,-73.87,47890
10461,STANDARD,0,Bronx,,Morris Park-Pilgrim-Westchester,NY,Bronx County,America/New_York,347-718-917-929,NA,US,40.85,-73.84,44170
10462,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,347-718-917-929,NA,US,40.84,-73.86,74080
10463,STANDARD,0,Bronx,,Riverdale-Spuyten Duyvil,NY,Bronx County,America/New_York,718,NA,US,40.88,-73.91,60050
10464,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,718,NA,US,40.87,-73.8,3600
10465,STANDARD,0,Bronx,,Throggs Neck,NY,Bronx County,America/New_York,718-347-917,NA,US,40.82,-73.83,35480
10466,STANDARD,0,Bronx,,Wakefield,NY,Bronx County,America/New_York,347-718-929,NA,US,40.89,-73.85,59280
10467,STANDARD,0,Bronx,,Allerton-Mosholu-Van Cott-Williamsbridge,NY,Bronx County,America/New_York,347-718,NA,US,40.87,-73.87,84310
10468,STANDARD,0,Bronx,,Jerome,NY,Bronx County,America/New_York,718,NA,US,40.87,-73.9,67780
10469,STANDARD,0,Bronx,,Baychester-Esplanade-Hillside,NY,Bronx County,America/New_York,347-718-929,NA,US,40.87,-73.85,58670
10470,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,347-718-929,NA,US,40.89,-73.87,13220
10471,STANDARD,0,Bronx,,Riverdale,NY,Bronx County,America/New_York,212,NA,US,40.9,-73.9,17200
10472,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,718,NA,US,40.83,-73.87,57010
10473,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,347-718-917-929,NA,US,40.82,-73.86,50920
10474,STANDARD,0,Bronx,,Boulevard,NY,Bronx County,America/New_York,718,NA,US,40.81,-73.88,10040
10475,STANDARD,0,Bronx,,,NY,Bronx County,America/New_York,212,NA,US,40.88,-73.82,35830
10501,STANDARD,0,Amawalk,,,NY,Westchester County,America/New_York,914,NA,US,41.3,-73.76,1330
10502,STANDARD,0,Ardsley,,Chauncey,NY,Westchester County,America/New_York,914,NA,US,41.01,-73.84,5930
10504,STANDARD,0,Armonk,North Castle,,NY,Westchester County,America/New_York,914,NA,US,41.13,-73.71,11980
10505,STANDARD,0,Baldwin Place,,,NY,Westchester County,America/New_York,914,NA,US,41.34,-73.75,1250
10506,STANDARD,0,Bedford,,Banksville-Bedford Village,NY,Westchester County,America/New_York,914,NA,US,41.19,-73.64,5800
10507,STANDARD,0,Bedford Hills,,,NY,Westchester County,America/New_York,914,NA,US,41.22,-73.69,5240
10509,STANDARD,0,Brewster,,Sears Corners-Southeast,NY,Putnam County,America/New_York,845,NA,US,41.39,-73.61,18640
10510,STANDARD,0,Briarcliff Manor,Briarcliff-Scarborough,Briarcliff Mnr,NY,Westchester County,America/New_York,914,NA,US,41.13,-73.84,9820
10511,STANDARD,0,Buchanan,,,NY,Westchester County,America/New_York,914,NA,US,41.26,-73.94,2130
10512,STANDARD,0,Carmel,Kent Lakes,Lake Carmel,NY,Putnam County,America/New_York,845,NA,US,41.41,-73.68,23250
10514,STANDARD,0,Chappaqua,,,NY,Westchester County,America/New_York,914,NA,US,41.17,-73.77,12250
10516,STANDARD,0,Cold Spring,Nelsonville,North Highland-Philipstown,NY,Putnam County,America/New_York,845,NA,US,41.41,-73.95,5130
10518,STANDARD,0,Cross River,,,NY,Westchester County,America/New_York,914,NA,US,41.26,-73.59,1360
10520,STANDARD,0,Croton On Hudson,Croton Hdsn,Croton-Croton Hudson,NY,Westchester County,America/New_York,914,NA,US,41.22,-73.89,12150
10522,STANDARD,0,Dobbs Ferry,,,NY,Westchester County,America/New_York,914,NA,US,41.01,-73.86,10050
10523,STANDARD,0,Elmsford,,,NY,Westchester County,America/New_York,914,NA,US,41.06,-73.82,8840
10524,STANDARD,0,Garrison,,Manitou,NY,Putnam County,America/New_York,845,NA,US,41.37,-73.92,3920
10526,STANDARD,0,Goldens Bridge,Goldens Brg,,NY,Westchester County,America/New_York,845-914,NA,US,41.29,-73.67,1870
10527,STANDARD,0,Granite Springs,Granite Spgs,,NY,Westchester County,America/New_York,914,NA,US,41.32,-73.77,940
10528,STANDARD,0,Harrison,,,NY,Westchester County,America/New_York,914,NA,US,40.97,-73.73,11150
10530,STANDARD,0,Hartsdale,,,NY,Westchester County,America/New_York,914,NA,US,41.02,-73.8,12220
10532,STANDARD,0,Hawthorne,,,NY,Westchester County,America/New_York,914,NA,US,41.1,-73.79,5040
10533,STANDARD,0,Irvington,,East Irvington-Irvington On Hudson,NY,Westchester County,America/New_York,914,NA,US,41.03,-73.86,7680
10535,STANDARD,0,Jefferson Valley,Jefferson Vly,,NY,Westchester County,America/New_York,845-914,NA,US,41.34,-73.79,730
10536,STANDARD,0,Katonah,,Lake Katonah,NY,Westchester County,America/New_York,914,NA,US,41.26,-73.68,10540
10537,STANDARD,0,Lake Peekskill,Lk Peekskill,,NY,Putnam County,America/New_York,914,NA,US,41.34,-73.88,2200
10538,STANDARD,0,Larchmont,,,NY,Westchester County,America/New_York,914,NA,US,40.92,-73.75,17200
10541,STANDARD,0,Mahopac,Lake Lincolnd-Lake Lincolndale,Lake Mahopac-Lake Secor,NY,Putnam County,America/New_York,845-914,NA,US,41.36,-73.74,24240
10543,STANDARD,0,Mamaroneck,,,NY,Westchester County,America/New_York,914,NA,US,40.95,-73.74,18930
10546,STANDARD,0,Millwood,,,NY,Westchester County,America/New_York,914,NA,US,41.2,-73.8,1460
10547,STANDARD,0,Mohegan Lake,,Lake Mohegan,NY,Westchester County,America/New_York,845-914,NA,US,41.31,-73.84,6860
10548,STANDARD,0,Montrose,,,NY,Westchester County,America/New_York,914,NA,US,41.24,-73.94,2980
10549,STANDARD,0,Mount Kisco,Bedford Corners-Bedford Cors,,NY,Westchester County,America/New_York,914,NA,US,41.2,-73.73,15940
10550,STANDARD,0,Mount Vernon,,,NY,Westchester County,America/New_York,914,NA,US,40.91,-73.84,34680
10552,STANDARD,0,Mount Vernon,Fleetwood,Mt Vernon,NY,Westchester County,America/New_York,914,NA,US,40.92,-73.83,18520
10553,STANDARD,0,Mount Vernon,,Mt Vernon,NY,Westchester County,America/New_York,914,NA,US,40.91,-73.82,10070
10560,STANDARD,0,North Salem,,,NY,Westchester County,America/New_York,914-845,NA,US,41.33,-73.59,4210
10562,STANDARD,0,Ossining,,Crotonville-Kitchawan,NY,Westchester County,America/New_York,914,NA,US,41.15,-73.87,29320
10566,STANDARD,0,Peekskill,,,NY,Westchester County,America/New_York,845-914,NA,US,41.28,-73.92,21740
10567,STANDARD,0,Cortlandt Manor,Cortlandt Mnr,,NY,Westchester County,America/New_York,845-914,NA,US,41.3,-73.89,18560
10570,STANDARD,0,Pleasantville,,,NY,Westchester County,America/New_York,914,NA,US,41.13,-73.78,11990
10573,STANDARD,0,Port Chester,Rye Brook,Portchester,NY,Westchester County,America/New_York,914,NA,US,41.02,-73.68,37040
10576,STANDARD,0,Pound Ridge,,Scotts Corners,NY,Westchester County,America/New_York,914,NA,US,41.21,-73.57,4940
10577,STANDARD,0,Purchase,,,NY,Westchester County,America/New_York,914,NA,US,41.03,-73.71,3010
10578,STANDARD,0,Purdys,,Purdy Station,NY,Westchester County,America/New_York,845-914,NA,US,41.32,-73.68,820
10579,STANDARD,0,Putnam Valley,,Adams Corners-Crofts Corners-Oscawana Lake-Tompkins Corners,NY,Putnam County,America/New_York,845-914,NA,US,41.34,-73.87,8310
10580,STANDARD,0,Rye,,,NY,Westchester County,America/New_York,914,NA,US,40.98,-73.69,17240
10583,STANDARD,0,Scarsdale,Heathcote,Edgemont-Scarsdale Park,NY,Westchester County,America/New_York,914,NA,US,40.98,-73.77,39860
10588,STANDARD,0,Shrub Oak,,,NY,Westchester County,America/New_York,845-914,NA,US,41.34,-73.82,2370
10589,STANDARD,0,Somers,,Somers Town,NY,Westchester County,America/New_York,845-914,NA,US,41.33,-73.69,8010
10590,STANDARD,0,South Salem,,Lake Kitchawan-Lewisboro,NY,Westchester County,America/New_York,914,NA,US,41.25,-73.54,6360
10591,STANDARD,0,Tarrytown,N Tarrytown-North Tarrytown-Sleepy Hollow,Philipse Manor-Pocantico Hills-Sleepy Hollow Manor,NY,Westchester County,America/New_York,914,NA,US,41.06,-73.86,21760
10594,STANDARD,0,Thornwood,,,NY,Westchester County,America/New_York,914,NA,US,41.11,-73.77,4980
10595,STANDARD,0,Valhalla,,East View,NY,Westchester County,America/New_York,914,NA,US,41.07,-73.77,6190
10597,STANDARD,0,Waccabuc,,,NY,Westchester County,America/New_York,914,NA,US,41.29,-73.6,1000
10598,STANDARD,0,Yorktown Heights,Yorktown Hts,Yorktown-Yorktown Hgts,NY,Westchester County,America/New_York,914,NA,US,41.27,-73.78,28610
10601,STANDARD,0,White Plains,,,NY,Westchester County,America/New_York,347-845-914-929,NA,US,41.03,-73.77,10060
10603,STANDARD,0,White Plains,N White Plains-N White Plns,North White Plains,NY,Westchester County,America/New_York,347-914-929,NA,US,41.05,-73.78,17800
10604,STANDARD,0,West Harrison,W Harrison-White Plains,East White Plains-Westchester County Airport,NY,Westchester County,America/New_York,845-914,NA,US,41.05,-73.74,10700
10605,STANDARD,0,White Plains,,Gedney,NY,Westchester County,America/New_York,914,NA,US,41.02,-73.75,18970
10606,STANDARD,0,White Plains,,,NY,Westchester County,America/New_York,347-845-914-929,NA,US,41.02,-73.78,15720
10607,STANDARD,0,White Plains,,Greenburgh,NY,Westchester County,America/New_York,914,NA,US,41.04,-73.81,7460
10701,STANDARD,0,Yonkers,,,NY,Westchester County,America/New_York,347-914,NA,US,40.94,-73.86,54000
10702,STANDARD,0,Yonkers,,,NY,Westchester County,America/New_York,914,NA,US,40.94,-73.86,642
10703,STANDARD,0,Yonkers,,,NY,Westchester County,America/New_York,347-914,NA,US,40.96,-73.88,19550
10704,STANDARD,0,Yonkers,,,NY,Westchester County,America/New_York,914,NA,US,40.92,-73.86,29920
10705,STANDARD,0,Yonkers,,,NY,Westchester County,America/New_York,914,NA,US,40.92,-73.89,35390
10706,STANDARD,0,Hastings On Hudson,Hastings Hdsn-Yonkers,Hastings Hudson,NY,Westchester County,America/New_York,914,NA,US,40.98,-73.87,8890
10707,STANDARD,0,Tuckahoe,Eastchester-Yonkers,,NY,Westchester County,America/New_York,914,NA,US,40.96,-73.82,9500
10708,STANDARD,0,Bronxville,Yonkers,,NY,Westchester County,America/New_York,914,NA,US,40.94,-73.83,20500
10709,STANDARD,0,Eastchester,Yonkers,,NY,Westchester County,America/New_York,914,NA,US,40.95,-73.8,9390
10710,STANDARD,0,Yonkers,,Centuck,NY,Westchester County,America/New_York,347-914,NA,US,40.97,-73.85,25270
10801,STANDARD,0,New Rochelle,,,NY,Westchester County,America/New_York,914,NA,US,40.92,-73.77,35920
10803,STANDARD,0,Pelham,,New Rochelle-Pelham Manor,NY,Westchester County,America/New_York,914,NA,US,40.9,-73.81,12870
10804,STANDARD,0,New Rochelle,Wykagyl,,NY,Westchester County,America/New_York,914,NA,US,40.94,-73.78,14510
10805,STANDARD,0,New Rochelle,,,NY,Westchester County,America/New_York,914,NA,US,40.9,-73.78,16270
10901,STANDARD,0,Suffern,Airmont-Montebello,,NY,Rockland County,America/New_York,845,NA,US,41.11,-74.14,22790
10911,STANDARD,0,Bear Mountain,,,NY,Orange County,America/New_York,845,NA,US,41.32,-74.01,28
10913,STANDARD,0,Blauvelt,,,NY,Rockland County,America/New_York,845,NA,US,41.07,-73.95,5150
10916,STANDARD,0,Campbell Hall,,Camp Bell Hall,NY,Orange County,America/New_York,845,NA,US,41.44,-74.25,4340
10917,STANDARD,0,Central Valley,Central Vly,,NY,Orange County,America/New_York,845,NA,US,41.32,-74.12,2040
10918,STANDARD,0,Chester,,,NY,Orange County,America/New_York,845,NA,US,41.35,-74.27,10540
10919,STANDARD,0,Circleville,,,NY,Orange County,America/New_York,845,NA,US,41.52,-74.38,1120
10920,STANDARD,0,Congers,,,NY,Rockland County,America/New_York,845,NA,US,41.14,-73.94,8600
10921,STANDARD,0,Florida,,,NY,Orange County,America/New_York,845,NA,US,41.33,-74.35,4070
10923,STANDARD,0,Garnerville,,,NY,Rockland County,America/New_York,845,NA,US,41.2,-74,8750
10924,STANDARD,0,Goshen,,,NY,Orange County,America/New_York,845,NA,US,41.4,-74.32,11830
10925,STANDARD,0,Greenwood Lake,Greenwood Lk,,NY,Orange County,America/New_York,845,NA,US,41.22,-74.28,4420
10926,STANDARD,0,Harriman,,,NY,Orange County,America/New_York,845,NA,US,41.3,-74.14,3570
10927,STANDARD,0,Haverstraw,,,NY,Rockland County,America/New_York,845,NA,US,41.18,-73.95,11330
10928,STANDARD,0,Highland Falls,Highland Fls,,NY,Orange County,America/New_York,845,NA,US,41.35,-74,3900
10930,STANDARD,0,Highland Mills,Highland Mls,,NY,Orange County,America/New_York,845,NA,US,41.35,-74.12,8900
10931,STANDARD,0,Hillburn,,,NY,Rockland County,America/New_York,845,NA,US,41.12,-74.17,900
10940,STANDARD,0,Middletown,Scotchtown-Scotchtown Branch,,NY,Orange County,America/New_York,845-914,NA,US,41.44,-74.42,46390
10941,STANDARD,0,Middletown,Scotchtown-Scotchtown Branch,,NY,Orange County,America/New_York,845-914,NA,US,41.49,-74.34,13160
10950,STANDARD,0,Monroe,Kiryas Joel,S Bloomng Grv,NY,Orange County,America/New_York,845,NA,US,41.32,-74.18,50690
