zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
12060,STANDARD,0,East Chatham,,Red Rock,NY,Columbia County,America/New_York,518,NA,US,42.42,-73.48,1210
12061,STANDARD,0,East Greenbush,E Greenbush,,NY,Rensselaer County,America/New_York,518,NA,US,42.59,-73.7,9130
12062,STANDARD,0,East Nassau,,Hoag Corners,NY,Rensselaer County,America/New_York,518,NA,US,42.53,-73.5,1580
12063,STANDARD,0,East Schodack,,,NY,Rensselaer County,America/New_York,518,NA,US,42.57,-73.64,530
12064,STANDARD,0,East Worcester,E Worcester,,NY,Otsego County,America/New_York,607,NA,US,42.61,-74.67,390
12065,STANDARD,0,Clifton Park,,Clifton Park Center-Elnora-Halfmoon-Jonesville,NY,Saratoga County,America/New_York,518,NA,US,42.85,-73.8,41920
12066,STANDARD,0,Esperance,,Burtonsville,NY,Schoharie County,America/New_York,518,NA,US,42.76,-74.25,1830
12067,STANDARD,0,Feura Bush,,,NY,Albany County,America/New_York,518,NA,US,42.57,-73.88,1400
12068,STANDARD,0,Fonda,,Sammonsville,NY,Montgomery County,America/New_York,518,NA,US,42.96,-74.4,2600
12070,STANDARD,0,Fort Johnson,,,NY,Montgomery County,America/New_York,518,NA,US,42.99,-74.26,1250
12071,STANDARD,0,Fultonham,,,NY,Schoharie County,America/New_York,,NA,US,42.55,-74.42,240
12072,STANDARD,0,Fultonville,,,NY,Montgomery County,America/New_York,518,NA,US,42.94,-74.37,2400
12074,STANDARD,0,Galway,,Hagedorns Mills-Mosherville,NY,Saratoga County,America/New_York,518,NA,US,43.01,-74.03,2810
12075,STANDARD,0,Ghent,,,NY,Columbia County,America/New_York,518,NA,US,42.3,-73.64,2850
12076,STANDARD,0,Gilboa,,,NY,Schoharie County,America/New_York,,NA,US,42.39,-74.39,1040
12077,STANDARD,0,Glenmont,,Bethlehem Center,NY,Albany County,America/New_York,518,NA,US,42.59,-73.78,6100
12078,STANDARD,0,Gloversville,,Bleecker-Meco-Riceville-West Bush,NY,Fulton County,America/New_York,518,NA,US,43.05,-74.34,18350
12083,STANDARD,0,Greenville,Norton Hill-S Westerlo-South Westerlo,,NY,Greene County,America/New_York,518,NA,US,42.41,-74.02,3420
12084,STANDARD,0,Guilderland,,,NY,Albany County,America/New_York,518,NA,US,42.69,-73.89,4380
12085,STANDARD,0,Guilderland Center,Guildrlnd Ctr,,NY,Albany County,America/New_York,518,NA,US,42.7,-73.96,330
12086,STANDARD,0,Hagaman,,,NY,Montgomery County,America/New_York,,NA,US,42.97,-74.15,1590
12087,STANDARD,0,Hannacroix,,,NY,Greene County,America/New_York,518,NA,US,42.42,-73.88,1080
12090,STANDARD,0,Hoosick Falls,,Boyntonville-Walloomsac,NY,Rensselaer County,America/New_York,518,NA,US,42.9,-73.35,5120
12092,STANDARD,0,Howes Cave,,Barnerville-Bramanville,NY,Schoharie County,America/New_York,518,NA,US,42.7,-74.37,1040
12093,STANDARD,0,Jefferson,,East Jefferson-North Harpersfield,NY,Schoharie County,America/New_York,,NA,US,42.48,-74.61,1250
12094,STANDARD,0,Johnsonville,,,NY,Rensselaer County,America/New_York,518,NA,US,42.88,-73.49,2100
12095,STANDARD,0,Johnstown,,Garoga-Northbush-Rockwood,NY,Fulton County,America/New_York,518,NA,US,43,-74.37,10200
12106,STANDARD,0,Kinderhook,,,NY,Columbia County,America/New_York,518,NA,US,42.39,-73.7,2340
12108,STANDARD,0,Lake Pleasant,,Higgins Bay,NY,Hamilton County,America/New_York,518,NA,US,43.55,-74.43,370
12110,STANDARD,0,Latham,Newtonville,Verdoy,NY,Albany County,America/New_York,518,NA,US,42.74,-73.74,18440
12115,STANDARD,0,Malden Bridge,,Malden Brg,NY,Columbia County,America/New_York,518,NA,US,42.48,-73.58,153
12116,STANDARD,0,Maryland,,Chaseville-Cooperstown Junction,NY,Otsego County,America/New_York,,NA,US,42.53,-74.88,1440
12117,STANDARD,0,Mayfield,,,NY,Fulton County,America/New_York,518,NA,US,43.1,-74.26,2720
12118,STANDARD,0,Mechanicville,,Malta,NY,Saratoga County,America/New_York,518,NA,US,42.9,-73.69,14250
12120,STANDARD,0,Medusa,,,NY,Albany County,America/New_York,518,NA,US,42.45,-74.14,540
12121,STANDARD,0,Melrose,,,NY,Rensselaer County,America/New_York,518,NA,US,42.85,-73.6,1790
12122,STANDARD,0,Middleburgh,,Breakabeen-Huntersland-Livingstonville-Middleburg,NY,Schoharie County,America/New_York,518,NA,US,42.59,-74.32,3470
12123,STANDARD,0,Nassau,,,NY,Rensselaer County,America/New_York,518,NA,US,42.51,-73.61,4720
12125,STANDARD,0,New Lebanon,Lebanon Spg-Lebanon Springs,New Lebanon Center,NY,Columbia County,America/New_York,518,NA,US,42.46,-73.39,1240
12130,STANDARD,0,Niverville,,,NY,Columbia County,America/New_York,518,NA,US,42.44,-73.66,890
12131,STANDARD,0,North Blenheim,N Blenheim,,NY,Schoharie County,America/New_York,518,NA,US,42.46,-74.46,180
12134,STANDARD,0,Northville,,Edinburg,NY,Fulton County,America/New_York,518,NA,US,43.22,-74.17,3230
12136,STANDARD,0,Old Chatham,,,NY,Columbia County,America/New_York,518,NA,US,42.42,-73.56,770
12137,STANDARD,0,Pattersonville,Pattersonvle,Mariaville,NY,Schenectady County,America/New_York,518,NA,US,42.84,-74.13,1570
12138,STANDARD,0,Petersburg,Petersburgh-Taconic Lake,North Petersburg,NY,Rensselaer County,America/New_York,518,NA,US,42.72,-73.36,2590
12139,STANDARD,0,Piseco,,Arietta,NY,Hamilton County,America/New_York,518,NA,US,43.42,-74.53,210
12140,STANDARD,0,Poestenkill,,,NY,Rensselaer County,America/New_York,518,NA,US,42.69,-73.56,1690
12143,STANDARD,0,Ravena,,,NY,Albany County,America/New_York,518,NA,US,42.47,-73.81,4540
12144,STANDARD,0,Rensselaer,,Defreestville,NY,Rensselaer County,America/New_York,518,NA,US,42.64,-73.73,18250
12147,STANDARD,0,Rensselaerville,Rensselaervle,,NY,Albany County,America/New_York,518,NA,US,42.51,-74.15,520
12148,STANDARD,0,Rexford,,Vischer Ferry,NY,Saratoga County,America/New_York,518,NA,US,42.84,-73.85,4800
12149,STANDARD,0,Richmondville,,West Richmondville,NY,Schoharie County,America/New_York,518,NA,US,42.63,-74.56,1840
12150,STANDARD,0,Rotterdam Junction,Rotterdam Jct,,NY,Schenectady County,America/New_York,518,NA,US,42.88,-74.05,790
12151,STANDARD,0,Round Lake,,Malta-Ushers,NY,Saratoga County,America/New_York,518,NA,US,42.93,-73.79,710
12153,STANDARD,0,Sand Lake,,Taborton,NY,Rensselaer County,America/New_York,518,NA,US,42.63,-73.49,820
12154,STANDARD,0,Schaghticoke,,Easton,NY,Rensselaer County,America/New_York,,NA,US,42.89,-73.58,2650
12155,STANDARD,0,Schenevus,,Elk Creek-Fergusonville-Simpsonville-Westville,NY,Otsego County,America/New_York,607,NA,US,42.54,-74.82,1450
12156,STANDARD,0,Schodack Landing,Schodack Lndg,,NY,Rensselaer County,America/New_York,518,NA,US,42.47,-73.74,790
12157,STANDARD,0,Schoharie,,,NY,Schoharie County,America/New_York,518,NA,US,42.66,-74.31,3420
12158,STANDARD,0,Selkirk,,Beckers Corners,NY,Albany County,America/New_York,518,NA,US,42.53,-73.8,6170
12159,STANDARD,0,Slingerlands,,,NY,Albany County,America/New_York,518,NA,US,42.64,-73.88,8180
12160,STANDARD,0,Sloansville,,,NY,Schoharie County,America/New_York,518,NA,US,42.76,-74.37,810
12164,STANDARD,0,Speculator,,,NY,Hamilton County,America/New_York,518,NA,US,43.58,-74.38,480
12165,STANDARD,0,Spencertown,,,NY,Columbia County,America/New_York,518,NA,US,42.31,-73.51,370
12166,STANDARD,0,Sprakers,,Charleston Four Corners-Lykers-Root-Rural Grove,NY,Montgomery County,America/New_York,,NA,US,42.83,-74.45,1250
12167,STANDARD,0,Stamford,,,NY,Delaware County,America/New_York,607,NA,US,42.4,-74.61,1990
12168,STANDARD,0,Stephentown,,Stephentown Center,NY,Rensselaer County,America/New_York,518,NA,US,42.56,-73.38,1620
12169,STANDARD,0,Stephentown,,,NY,Rensselaer County,America/New_York,518,NA,US,42.59,-73.45,320
12170,STANDARD,0,Stillwater,,Bemis Heights,NY,Saratoga County,America/New_York,518,NA,US,42.95,-73.64,4690
12173,STANDARD,0,Stuyvesant,,Newton Hook,NY,Columbia County,America/New_York,518,NA,US,42.38,-73.76,1400
12175,STANDARD,0,Summit,,,NY,Schoharie County,America/New_York,518,NA,US,42.58,-74.58,650
12176,STANDARD,0,Surprise,,Earlton,NY,Greene County,America/New_York,518,NA,US,42.38,-73.98,230
12180,STANDARD,0,Troy,,Albia-Brunswick-Center Brunswick-Eagle Mills-Raymertown-Snyders Corners-Snyders Lake-Speigletown-Sycaway,NY,Rensselaer County,America/New_York,518,NA,US,42.73,-73.67,40170
12182,STANDARD,0,Troy,,Lansingburg-Pleasantdale-Speigletown,NY,Rensselaer County,America/New_York,518,NA,US,42.8,-73.63,12460
12183,STANDARD,0,Troy,Green Island,,NY,Albany County,America/New_York,518,NA,US,42.75,-73.69,2220
12184,STANDARD,0,Valatie,,Chatham Center,NY,Columbia County,America/New_York,518,NA,US,42.41,-73.67,6060
12185,STANDARD,0,Valley Falls,,West Valley Falls,NY,Rensselaer County,America/New_York,518,NA,US,42.9,-73.56,1810
12186,STANDARD,0,Voorheesville,,Reidsville,NY,Albany County,America/New_York,518,NA,US,42.64,-73.93,6410
12187,STANDARD,0,Warnerville,,Patria,NY,Schoharie County,America/New_York,,NA,US,42.61,-74.47,740
12188,STANDARD,0,Waterford,,,NY,Saratoga County,America/New_York,518,NA,US,42.82,-73.7,10580
12189,STANDARD,0,Watervliet,,Mannville-Maplewood,NY,Albany County,America/New_York,518,NA,US,42.72,-73.7,15740
12190,STANDARD,0,Wells,,Gilmantown,NY,Hamilton County,America/New_York,518,NA,US,43.39,-74.29,610
12192,STANDARD,0,West Coxsackie,W Coxsackie,Coxsackie,NY,Greene County,America/New_York,518,NA,US,42.4,-73.81,1310
12193,STANDARD,0,Westerlo,,,NY,Albany County,America/New_York,518,NA,US,42.51,-74.04,1910
12194,STANDARD,0,West Fulton,,W Fulton,NY,Schoharie County,America/New_York,,NA,US,42.53,-74.45,200
12196,STANDARD,0,West Sand Lake,W Sand Lake,,NY,Rensselaer County,America/New_York,518,NA,US,42.63,-73.6,2980
12197,STANDARD,0,Worcester,,Decatur-South Worcester,NY,Otsego County,America/New_York,607,NA,US,42.59,-74.75,1800
12198,STANDARD,0,Wynantskill,,North Greenbush,NY,Rensselaer County,America/New_York,518,NA,US,42.68,-73.63,7520
12202,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.63,-73.76,7780
12203,STANDARD,0,Albany,Stuyvesant Plaza-Stuyvsnt Plz,Mckownville-Pine-Westmere,NY,Albany County,America/New_York,518,NA,US,42.68,-73.85,21580
12204,STANDARD,0,Albany,Menands,,NY,Albany County,America/New_York,518,NA,US,42.69,-73.73,6460
12205,STANDARD,0,Albany,Colonie-Roessleville,Colonie Center,NY,Albany County,America/New_York,518,NA,US,42.72,-73.83,25410
12206,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.67,-73.78,12730
12207,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.66,-73.75,1150
12208,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.66,-73.79,16160
12209,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.64,-73.79,9170
12210,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.66,-73.76,7600
12211,STANDARD,0,Albany,Loudonville-Siena,,NY,Albany County,America/New_York,518,NA,US,42.7,-73.76,11030
12223,STANDARD,0,Albany,,Empire State Plaza,NY,Albany County,America/New_York,518,NA,US,42.66,-73.79,0
12226,STANDARD,0,Albany,,N Y State Campus,NY,Albany County,America/New_York,518,NA,US,42.66,-73.79,0
12247,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.66,-73.79,0
12260,STANDARD,0,Albany,,,NY,Albany County,America/New_York,518,NA,US,42.66,-73.79,0
12302,STANDARD,0,Schenectady,Glenville-Scotia,East Glenville-Schdy-Stoodley Corners,NY,Schenectady County,America/New_York,518,NA,US,42.88,-73.98,25740
12303,STANDARD,0,Schenectady,,Schdy,NY,Schenectady County,America/New_York,518,NA,US,42.75,-73.93,27700
12304,STANDARD,0,Schenectady,,Brandywine-Schdy,NY,Schenectady County,America/New_York,518,NA,US,42.8,-73.92,18600
12305,STANDARD,0,Schenectady,,Schdy,NY,Schenectady County,America/New_York,518,NA,US,42.81,-73.95,2680
12306,STANDARD,0,Schenectady,Rotterdam,Bellevue-Lower Rotterdam-Rotterdam Square Branch-Schdy,NY,Schenectady County,America/New_York,518,NA,US,42.81,-74.04,23980
12307,STANDARD,0,Schenectady,,Schdy,NY,Schenectady County,America/New_York,518,NA,US,42.8,-73.93,6110
12308,STANDARD,0,Schenectady,,Schdy,NY,Schenectady County,America/New_York,518,NA,US,42.82,-73.92,11240
12309,STANDARD,0,Schenectady,Niskayuna,Schdy-Upper Union,NY,Schenectady County,America/New_York,518,NA,US,42.8,-73.86,28790
12401,STANDARD,0,Kingston,Eddyville-Saint Remy,St Remy,NY,Ulster County,America/New_York,845-914,NA,US,41.93,-73.99,28700
12404,STANDARD,0,Accord,,Leibhardt-Lyonsville-Mettacahonts-Whitfield,NY,Ulster County,America/New_York,845,NA,US,41.8,-74.23,2940
12405,STANDARD,0,Acra,,South Durham,NY,Greene County,America/New_York,518,NA,US,42.33,-74.09,530
12406,STANDARD,0,Arkville,,,NY,Delaware County,America/New_York,,NA,US,42.14,-74.62,530
12407,STANDARD,0,Ashland,,,NY,Greene County,America/New_York,518,NA,US,42.32,-74.36,220
12409,STANDARD,0,Bearsville,Shady,,NY,Ulster County,America/New_York,845,NA,US,42.04,-74.18,750
12410,STANDARD,0,Big Indian,Oliverea,,NY,Ulster County,America/New_York,845,NA,US,42.07,-74.44,280
12411,STANDARD,0,Bloomington,,,NY,Ulster County,America/New_York,845,NA,US,41.88,-74.04,450
12412,STANDARD,0,Boiceville,,,NY,Ulster County,America/New_York,845,NA,US,41.99,-74.26,600
12413,STANDARD,0,Cairo,,,NY,Greene County,America/New_York,518,NA,US,42.3,-74,2500
12414,STANDARD,0,Catskill,Cementon,,NY,Greene County,America/New_York,518,NA,US,42.21,-73.86,8350
12416,STANDARD,0,Chichester,,,NY,Ulster County,America/New_York,845,NA,US,42.1,-74.28,180
12418,STANDARD,0,Cornwallville,,,NY,Greene County,America/New_York,518,NA,US,42.36,-74.17,460
12419,STANDARD,0,Cottekill,,,NY,Ulster County,America/New_York,845,NA,US,41.86,-74.1,620
12421,STANDARD,0,Denver,,,NY,Delaware County,America/New_York,,NA,US,42.25,-74.55,300
12422,STANDARD,0,Durham,,West Durham,NY,Greene County,America/New_York,518,NA,US,42.4,-74.19,230
12423,STANDARD,0,East Durham,,,NY,Greene County,America/New_York,518,NA,US,42.38,-74.11,830
12424,STANDARD,0,East Jewett,Tannersville,,NY,Greene County,America/New_York,518,NA,US,42.25,-74.12,170
12427,STANDARD,0,Elka Park,,,NY,Greene County,America/New_York,518,NA,US,42.14,-74.1,430
12428,STANDARD,0,Ellenville,,,NY,Ulster County,America/New_York,845,NA,US,41.7,-74.36,5180
12430,STANDARD,0,Fleischmanns,Halcott Center-Halcott Ctr,,NY,Delaware County,America/New_York,845,NA,US,42.2,-74.5,780
12431,STANDARD,0,Freehold,,,NY,Greene County,America/New_York,518,NA,US,42.38,-74.06,1310
12433,STANDARD,0,Glenford,,,NY,Ulster County,America/New_York,845,NA,US,42,-74.15,360
12434,STANDARD,0,Grand Gorge,,,NY,Delaware County,America/New_York,518-607,NA,US,42.35,-74.5,580
12435,STANDARD,0,Greenfield Park,Greenfld Park,,NY,Ulster County,America/New_York,845,NA,US,41.72,-74.52,350
12439,STANDARD,0,Hensonville,East Windham,,NY,Greene County,America/New_York,518,NA,US,42.28,-74.21,310
12440,STANDARD,0,High Falls,,,NY,Ulster County,America/New_York,845,NA,US,41.8,-74.13,1620
12442,STANDARD,0,Hunter,,,NY,Greene County,America/New_York,518,NA,US,42.21,-74.21,800
12443,STANDARD,0,Hurley,,,NY,Ulster County,America/New_York,845,NA,US,41.91,-74.05,3670
12444,STANDARD,0,Jewett,,,NY,Greene County,America/New_York,518,NA,US,42.27,-74.28,270
12446,STANDARD,0,Kerhonkson,,Cherrytown,NY,Ulster County,America/New_York,845,NA,US,41.77,-74.29,4070
12448,STANDARD,0,Lake Hill,,,NY,Ulster County,America/New_York,845,NA,US,42.07,-74.2,180
12449,STANDARD,0,Lake Katrine,,,NY,Ulster County,America/New_York,845,NA,US,41.98,-73.99,2940
12450,STANDARD,0,Lanesville,,,NY,Greene County,America/New_York,518,NA,US,42.13,-74.24,179
12451,STANDARD,0,Leeds,,,NY,Greene County,America/New_York,518,NA,US,42.3,-73.95,1390
12454,STANDARD,0,Maplecrest,,,NY,Greene County,America/New_York,518,NA,US,42.29,-74.15,190
12455,STANDARD,0,Margaretville,,,NY,Delaware County,America/New_York,845,NA,US,42.14,-74.65,1350
12456,STANDARD,0,Mount Marion,,Mount Merion Park,NY,Ulster County,America/New_York,845,NA,US,42.03,-74,730
12457,STANDARD,0,Mount Tremper,,,NY,Ulster County,America/New_York,845,NA,US,42.04,-74.23,480
12458,STANDARD,0,Napanoch,,,NY,Ulster County,America/New_York,845,NA,US,41.75,-74.37,1950
12460,STANDARD,0,Oak Hill,,,NY,Greene County,America/New_York,518,NA,US,42.42,-74.15,240
12461,STANDARD,0,Olivebridge,Krumville,Olive-Samsonville,NY,Ulster County,America/New_York,845,NA,US,41.89,-74.24,1330
12463,STANDARD,0,Palenville,,,NY,Greene County,America/New_York,518,NA,US,42.17,-74.01,1300
12464,STANDARD,0,Phoenicia,,,NY,Ulster County,America/New_York,845,NA,US,42.08,-74.31,680
12465,STANDARD,0,Pine Hill,,,NY,Ulster County,America/New_York,845,NA,US,42.16,-74.46,180
12466,STANDARD,0,Port Ewen,,,NY,Ulster County,America/New_York,845,NA,US,41.9,-73.98,2690
12468,STANDARD,0,Prattsville,,Red Falls,NY,Greene County,America/New_York,518,NA,US,42.31,-74.43,910
12469,STANDARD,0,Preston Hollow,Preston Holw,Preston Hlow,NY,Albany County,America/New_York,,NA,US,42.44,-74.2,580
12470,STANDARD,0,Purling,,,NY,Greene County,America/New_York,518,NA,US,42.3,-74.1,410
12472,STANDARD,0,Rosendale,,,NY,Ulster County,America/New_York,845,NA,US,41.85,-74.08,1420
12473,STANDARD,0,Round Top,,,NY,Greene County,America/New_York,518,NA,US,42.27,-74.06,770
12474,STANDARD,0,Roxbury,,Hubbell Cors,NY,Delaware County,America/New_York,607,NA,US,42.28,-74.56,960
12477,STANDARD,0,Saugerties,,West Saugerties,NY,Ulster County,America/New_York,845,NA,US,42.07,-73.94,15600
12480,STANDARD,0,Shandaken,,,NY,Ulster County,America/New_York,845,NA,US,42.12,-74.39,430
12481,STANDARD,0,Shokan,,,NY,Ulster County,America/New_York,845,NA,US,41.97,-74.2,1120
12482,STANDARD,0,South Cairo,,,NY,Greene County,America/New_York,518,NA,US,42.27,-73.96,580
12484,STANDARD,0,Stone Ridge,,The Vly,NY,Ulster County,America/New_York,845,NA,US,41.86,-74.17,2580
12485,STANDARD,0,Tannersville,,,NY,Greene County,America/New_York,518,NA,US,42.19,-74.13,790
12486,STANDARD,0,Tillson,,,NY,Ulster County,America/New_York,845,NA,US,41.83,-74.06,1330
12487,STANDARD,0,Ulster Park,,,NY,Ulster County,America/New_York,845,NA,US,41.86,-73.99,2580
12491,STANDARD,0,West Hurley,,W Hurley,NY,Ulster County,America/New_York,845,NA,US,41.97,-74.14,1660
12492,STANDARD,0,West Kill,,,NY,Greene County,America/New_York,518,NA,US,42.18,-74.34,170
12494,STANDARD,0,West Shokan,,W Shokan,NY,Ulster County,America/New_York,845,NA,US,41.96,-74.28,570
12495,STANDARD,0,Willow,,,NY,Ulster County,America/New_York,845,NA,US,42.08,-74.24,220
12496,STANDARD,0,Windham,,,NY,Greene County,America/New_York,518,NA,US,42.3,-74.25,1170
12498,STANDARD,0,Woodstock,,,NY,Ulster County,America/New_York,845,NA,US,42.03,-74.11,3900
12501,STANDARD,0,Amenia,,,NY,Dutchess County,America/New_York,845,NA,US,41.84,-73.55,1860
12502,STANDARD,0,Ancram,,,NY,Columbia County,America/New_York,518,NA,US,42.05,-73.63,850
12503,STANDARD,0,Ancramdale,,,NY,Columbia County,America/New_York,518,NA,US,42.03,-73.57,510
12507,STANDARD,0,Barrytown,Red Hook,,NY,Dutchess County,America/New_York,845,NA,US,42.01,-73.92,160
12508,STANDARD,0,Beacon,,,NY,Dutchess County,America/New_York,845,NA,US,41.5,-73.96,15250
12513,STANDARD,0,Claverack,,,NY,Columbia County,America/New_York,518,NA,US,42.22,-73.72,970
12514,STANDARD,0,Clinton Corners,Clinton Cors,Clinton Crn,NY,Dutchess County,America/New_York,845,NA,US,41.87,-73.76,2510
12515,STANDARD,0,Clintondale,,,NY,Ulster County,America/New_York,845,NA,US,41.68,-74.06,1470
12516,STANDARD,0,Copake,,,NY,Columbia County,America/New_York,518,NA,US,42.1,-73.55,1320
12517,STANDARD,0,Copake Falls,,,NY,Columbia County,America/New_York,518,NA,US,42.14,-73.5,380
12518,STANDARD,0,Cornwall,,,NY,Orange County,America/New_York,845,NA,US,41.41,-74.04,5520
12520,STANDARD,0,Cornwall On Hudson,Cornwall Hdsn,Cornwall Hud-Cornwall Hudson-Cornwall On The Hudson,NY,Orange County,America/New_York,845,NA,US,41.43,-74.01,3160
12521,STANDARD,0,Craryville,Taghkanic,,NY,Columbia County,America/New_York,518,NA,US,42.16,-73.65,1350
12522,STANDARD,0,Dover Plains,,,NY,Dutchess County,America/New_York,845,NA,US,41.74,-73.58,4060
12523,STANDARD,0,Elizaville,Taghkanic,,NY,Columbia County,America/New_York,845,NA,US,42.09,-73.76,1580
12524,STANDARD,0,Fishkill,,,NY,Dutchess County,America/New_York,845,NA,US,41.53,-73.89,14010
12525,STANDARD,0,Gardiner,,,NY,Ulster County,America/New_York,845,NA,US,41.68,-74.18,3280
12526,STANDARD,0,Germantown,,Cheviot-Clermont-Linlithgo,NY,Columbia County,America/New_York,518,NA,US,42.11,-73.85,3220
12528,STANDARD,0,Highland,,,NY,Ulster County,America/New_York,845,NA,US,41.71,-73.96,12320
12529,STANDARD,0,Hillsdale,,,NY,Columbia County,America/New_York,518,NA,US,42.2,-73.54,1980
12531,STANDARD,0,Holmes,,Homes-Whaley Lake,NY,Dutchess County,America/New_York,845,NA,US,41.53,-73.66,3000
12533,STANDARD,0,Hopewell Junction,East Fishkill-Hopewell-Hopewell Jct-Wiccopee,,NY,Dutchess County,America/New_York,845,NA,US,41.58,-73.8,25160
12534,STANDARD,0,Hudson,,,NY,Columbia County,America/New_York,518,NA,US,42.25,-73.78,13350
12538,STANDARD,0,Hyde Park,,,NY,Dutchess County,America/New_York,845,NA,US,41.78,-73.93,11680
12540,STANDARD,0,Lagrangeville,,La Grange,NY,Dutchess County,America/New_York,845,NA,US,41.67,-73.73,7300
12542,STANDARD,0,Marlboro,,Marlborough,NY,Ulster County,America/New_York,845,NA,US,41.6,-73.97,5480
12543,STANDARD,0,Maybrook,,,NY,Orange County,America/New_York,845,NA,US,41.48,-74.21,2820
12545,STANDARD,0,Millbrook,,,NY,Dutchess County,America/New_York,845,NA,US,41.78,-73.69,3890
12546,STANDARD,0,Millerton,,,NY,Dutchess County,America/New_York,518,NA,US,41.95,-73.51,2450
12547,STANDARD,0,Milton,,,NY,Ulster County,America/New_York,845,NA,US,41.65,-73.96,2750
12548,STANDARD,0,Modena,,,NY,Ulster County,America/New_York,845,NA,US,41.66,-74.1,1430
12549,STANDARD,0,Montgomery,,,NY,Orange County,America/New_York,845,NA,US,41.52,-74.23,9670
12550,STANDARD,0,Newburgh,,Balmville-Town Branch,NY,Orange County,America/New_York,845-914,NA,US,41.5,-74.02,48820
12553,STANDARD,0,New Windsor,Newburgh,,NY,Orange County,America/New_York,914-845,NA,US,41.47,-74.02,23710
12561,STANDARD,0,New Paltz,,,NY,Ulster County,America/New_York,845,NA,US,41.74,-74.08,12510
12563,STANDARD,0,Patterson,,,NY,Putnam County,America/New_York,845,NA,US,41.5,-73.58,6650
12564,STANDARD,0,Pawling,,,NY,Dutchess County,America/New_York,845,NA,US,41.56,-73.59,6470
12565,STANDARD,0,Philmont,,,NY,Columbia County,America/New_York,518,NA,US,42.24,-73.64,1400
12566,STANDARD,0,Pine Bush,,,NY,Ulster County,America/New_York,845,NA,US,41.6,-74.29,9680
12567,STANDARD,0,Pine Plains,,Gallatin-Mount Ross-Shekomeko,NY,Dutchess County,America/New_York,518,NA,US,41.97,-73.65,2320
12569,STANDARD,0,Pleasant Valley,Pleasant Vly,,NY,Dutchess County,America/New_York,845,NA,US,41.74,-73.82,9460
12570,STANDARD,0,Poughquag,,,NY,Dutchess County,America/New_York,845,NA,US,41.63,-73.66,6930
12571,STANDARD,0,Red Hook,Milan,,NY,Dutchess County,America/New_York,845,NA,US,41.99,-73.87,8580
12572,STANDARD,0,Rhinebeck,,,NY,Dutchess County,America/New_York,845,NA,US,41.92,-73.9,7760
12575,STANDARD,0,Rock Tavern,,,NY,Orange County,America/New_York,845,NA,US,41.47,-74.16,2280
12577,STANDARD,0,Salisbury Mills,Salisbury Mls,,NY,Orange County,America/New_York,845,NA,US,41.44,-74.12,2050
12578,STANDARD,0,Salt Point,,,NY,Dutchess County,America/New_York,845,NA,US,41.8,-73.8,2130
12580,STANDARD,0,Staatsburg,,Staatsburgh,NY,Dutchess County,America/New_York,845,NA,US,41.84,-73.92,3390
12581,STANDARD,0,Stanfordville,,,NY,Dutchess County,America/New_York,845,NA,US,41.86,-73.71,1770
12582,STANDARD,0,Stormville,,,NY,Dutchess County,America/New_York,,NA,US,41.54,-73.73,4470
12583,STANDARD,0,Tivoli,,Nevis,NY,Dutchess County,America/New_York,845,NA,US,42.05,-73.91,1950
12585,STANDARD,0,Verbank,,,NY,Dutchess County,America/New_York,845,NA,US,41.73,-73.69,840
12586,STANDARD,0,Walden,,,NY,Orange County,America/New_York,845,NA,US,41.55,-74.18,11870
12589,STANDARD,0,Wallkill,,,NY,Ulster County,America/New_York,845,NA,US,41.6,-74.16,12340
12590,STANDARD,0,Wappingers Falls,New Hamburg-Wappingers Fl,Wappinger,NY,Dutchess County,America/New_York,845,NA,US,41.59,-73.91,33560
12592,STANDARD,0,Wassaic,,,NY,Dutchess County,America/New_York,845,NA,US,41.78,-73.54,1020
12594,STANDARD,0,Wingdale,,,NY,Dutchess County,America/New_York,845,NA,US,41.64,-73.56,3730
12601,STANDARD,0,Poughkeepsie,,,NY,Dutchess County,America/New_York,845-914,NA,US,41.69,-73.92,32650
12603,STANDARD,0,Poughkeepsie,Arlington,,NY,Dutchess County,America/New_York,914-845,NA,US,41.68,-73.86,39220
12701,STANDARD,0,Monticello,,,NY,Sullivan County,America/New_York,845-914,NA,US,41.65,-74.68,8590
12719,STANDARD,0,Barryville,,,NY,Sullivan County,America/New_York,845,NA,US,41.5,-74.9,770
12720,STANDARD,0,Bethel,,,NY,Sullivan County,America/New_York,845,NA,US,41.68,-74.87,200
12721,STANDARD,0,Bloomingburg,,,NY,Sullivan County,America/New_York,845,NA,US,41.55,-74.44,5970
12723,STANDARD,0,Callicoon,,,NY,Sullivan County,America/New_York,845,NA,US,41.76,-75.05,1190
12725,STANDARD,0,Claryville,,,NY,Ulster County,America/New_York,,NA,US,41.98,-74.57,230
