OBJECTID_1,ZIP,NAME,STATE,COUNTYNAME,TotalPopulation,PercentGenZ,PercentMillenial,PercentGenX,PercentBoomer,PercentSilentGen,MedianHouseholdIncome,PercentHispanic,PercentMinority,PercentBelowPoverty,PercentPopGroupLiving,PlaceNames,Cases_1,LabelY,Shape__Area,Shape__Length,Shape_Length,Shape_Area,OBJECTID
400,33572,APOLLO BEACH,,HILLSBOROUGH,,,,,,,,,,,,,10,10,30661142.0660553,31302.3119978014,31302.3116617311,30661142.0170922,399
401,33573,SUN CITY CENTER,,HILLSBOROUGH,,,,,,,,,,,,,13,13,45899198.4850006,38739.1255381312,38739.1253963312,45899198.3447702,400
402,33578,RIVERVIEW,,HILLSBOROUGH,,,,,,,,,,,,,33,33,58687934.5436096,64550.947999745,64550.9479740101,58687934.6513046,401
403,33579,RIVERVIEW,,HILLSBOROUGH,,,,,,,,,,,,,19,19,54817468.6001129,34733.0489579787,34733.0488587485,54817468.3749701,402
404,33584,SEFFNER,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,52017453.2814941,49898.7884987317,49898.7893189859,52017453.0044247,403
405,33586,SUN CITY,,HILLSBOROUGH,,,,,,,,,,,,,0,0,2832.7957611084,239.577549608843,239.577478234022,2832.79276006407,404
406,33592,THONOTOSASSA,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,111870384.697006,75057.4408047553,75057.440530269,111870384.534297,405
407,33594,VALRICO,,HILLSBOROUGH,,,,,,,,,,,,,11,11,28082972.6514893,26378.4392092416,26378.4398631863,28082972.6900482,406
408,33596,VALRICO,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,33407207.4700623,31686.0785346223,31686.0789162177,33407207.4498337,407
409,33598,WIMAUMA,,HILLSBOROUGH,,,,,,,,,,,,,23,23,259885143.159592,124165.135996933,124165.135726378,259885143.050976,408
410,33602,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,24,24,6358721.81637573,16551.5428991223,16551.5428923936,6358721.84043577,409
411,33603,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,11058070.6814423,21082.7343370495,21082.7336491317,11058070.6135032,410
412,33604,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,10,10,20030969.3448181,33045.7451110881,33045.7454974846,20030969.4262148,411
413,33605,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,16950676.3883362,28368.9680972857,28368.9678170917,16950676.4169019,412
414,33606,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,20,20,7504888.23428345,19181.6310729346,19181.6315056165,7504888.25357595,413
415,33607,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,31,31,22548606.5491333,44944.0845166509,44944.0844228011,22548606.5923485,414
416,33609,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,15,15,9132505.10430908,20053.4828269771,20053.4827525381,9132505.04500475,415
417,33610,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,25,25,49046485.1954346,46750.6951568581,46750.695402101,49046485.2865849,416
418,33611,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,27,27,16710472.9885559,20584.7849124624,20584.7845800623,16710473.0216259,417
419,33612,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,25,25,28411602.2000122,27868.2124908789,27868.212838052,28411602.2816924,418
420,33613,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,17,17,22197635.8274841,40426.8284024896,40426.8278857655,22197635.7876136,419
421,33614,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,37,37,26173139.9494629,30422.9152110515,30422.9152796233,26173139.7123627,420
422,33615,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,30,30,23721908.441803,33018.641994614,33018.6418471239,23721908.6154925,421
423,33616,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,11,11,9377323.27311707,18497.1288892625,18497.128540077,9377323.134513,422
424,33617,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,20,20,25021681.2872314,32763.4300489373,32763.4296081472,25021681.2647331,423
425,33618,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,23878081.4669342,35748.7799218339,35748.7799420017,23878081.4725114,424
426,33619,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,31,31,68095721.0411072,52948.655837318,52948.6555350051,68095720.8925031,425
427,33620,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,0,0,192543.494918823,1784.69243483435,1784.69226182258,192543.488387415,426
428,33621,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,<5,-2,21454412.099823,22159.521033083,22159.5210556143,21454412.1534436,427
429,33624,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,15,15,25757208.8843079,30927.5701751786,30927.5699969766,25757208.9130814,428
430,33625,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,14,14,24814786.7350311,23421.0135798958,23421.0132285428,24814786.8188018,429
431,33626,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,18,18,34402168.1023254,30891.9116173333,30891.9117506823,34402168.2060219,430
432,33629,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,20,20,12410473.8134918,17323.1628224888,17323.1630856777,12410473.7301505,431
433,33630,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,<5,-2,139343.8072052,2616.95088141396,2616.95095469963,139343.793514234,432
434,33634,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,22668223.9719238,26119.851468872,26119.8517727816,22668224.0134188,433
435,33635,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,5 to 9,-1,14261066.8328705,22763.9488801295,22763.9488207875,14261066.7969649,434
436,33637,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,10,10,21143226.7029266,32533.5251191396,32533.5241443668,21143226.7482458,435
437,33647,TAMPA,,HILLSBOROUGH,,,,,,,,,,,,,41,41,108270971.155792,54490.3405641828,54490.3396460458,108270971.156228,436
438,33715,SAINT PETERSBURG,,HILLSBOROUGH,,,,,,,,,,,,,0,0,82229.5853881836,2028.98559212139,2028.98559548228,82229.5952874568,437
439,33810,LAKELAND,,HILLSBOROUGH,,,,,,,,,,,,,0,0,22375422.660141,39418.9043702794,39418.9040894602,22375422.6193866,438
440,33811,LAKELAND,,HILLSBOROUGH,,,,,,,,,,,,,0,0,41869.9794464111,6093.09884071235,6093.09869163982,41869.9892906212,439
441,33815,LAKELAND,,HILLSBOROUGH,,,,,,,,,,,,,0,0,41908.8309326172,2405.14820593502,2405.14807219634,41908.8008998529,440
442,33860,MULBERRY,,HILLSBOROUGH,,,,,,,,,,,,,0,0,2060872.6138916,18020.9833306595,18020.9833077151,2060872.7150834,441
443,34219,PARRISH,,HILLSBOROUGH,,,,,,,,,,,,,0,0,2611676.10070801,18917.8447141143,18917.8443213084,2611676.13321571,442
444,34221,PALMETTO,,HILLSBOROUGH,,,,,,,,,,,,,0,0,118248.833435059,2869.46960139758,2869.4695813369,118248.83400285,443
445,34655,NEW PORT RICHEY,,HILLSBOROUGH,,,,,,,,,,,,,0,0,31504.3725585938,7729.48205544225,7729.48195939108,31504.2455827002,444
446,34677,OLDSMAR,,HILLSBOROUGH,,,,,,,,,,,,,0,0,33588.2955474854,4911.42371006724,4911.4236900339,33588.2085032426,445
447,34685,PALM HARBOR,,HILLSBOROUGH,,,,,,,,,,,,,0,0,614.270385742188,413.613976545945,413.613909330314,614.272018715076,446
448,34688,TARPON SPRINGS,,HILLSBOROUGH,,,,,,,,,,,,,0,0,10592.569519043,4250.70651158177,4250.70647523038,10592.6442547064,447
449,34695,SAFETY HARBOR,,HILLSBOROUGH,,,,,,,,,,,,,0,0,103718.223648071,2914.34487102031,2914.34472543383,103718.178941009,448
450,33547,LITHIA,,MANATEE,,,,,,,,,,,,,0,0,172455.545379639,11615.7826071798,11615.7826416563,172455.514199226,449
451,33570,RUSKIN,,MANATEE,,,,,,,,,,,,,0,0,123131.514923096,16912.3953794606,16912.3952824232,123131.516683685,450
452,33598,WIMAUMA,,MANATEE,,,,,,,,,,,,,0,0,1761132.38842773,62743.1456084335,62743.1456343659,1761132.38956195,451
453,33865,ONA,,MANATEE,,,,,,,,,,,,,0,0,188019.472442627,44711.6268280159,44711.6266003703,188019.242008563,452
454,34201,BRADENTON,,MANATEE,,,,,,,,,,,,,<5,-2,8858715.32415771,15829.0569973282,15829.0569752459,8858715.30379386,453
455,34202,BRADENTON,,MANATEE,,,,,,,,,,,,,26,26,63062378.046051,46971.4695150574,46971.4693685045,63062378.0521142,454
456,34203,BRADENTON,,MANATEE,,,,,,,,,,,,,34,34,42915993.5150909,39225.4871760709,39225.4867991273,42915993.5541619,455
457,34205,BRADENTON,,MANATEE,,,,,,,,,,,,,20,20,19084548.2816772,19142.4007286378,19142.4007620736,19084548.266795,456
458,34207,BRADENTON,,MANATEE,,,,,,,,,,,,,30,30,14508483.1753845,19327.8843452536,19327.884197241,14508483.1690146,457
459,34208,BRADENTON,,MANATEE,,,,,,,,,,,,,58,58,39898032.1202698,46846.3661112795,46846.3661387868,39898032.0808351,458
460,34209,BRADENTON,,MANATEE,,,,,,,,,,,,,13,13,35014534.1754456,45765.7414947089,45765.7412363271,35014534.0261405,459
461,34210,BRADENTON,,MANATEE,,,,,,,,,,,,,5 to 9,-1,19924497.755661,34838.3640057957,34838.3640371119,19924497.9058032,460
462,34211,BRADENTON,,MANATEE,,,,,,,,,,,,,5 to 9,-1,89808850.2553558,63424.4996191588,63424.4994937248,89808850.0098022,461
463,34212,BRADENTON,,MANATEE,,,,,,,,,,,,,16,16,57719955.4120789,54171.6117981942,54171.6122889409,57719955.4641608,462
464,34215,CORTEZ,,MANATEE,,,,,,,,,,,,,0,0,1977650.81954956,12778.2902750701,12778.2903232495,1977650.80993787,463
465,34216,ANNA MARIA,,MANATEE,,,,,,,,,,,,,0,0,1239618.47567749,5177.61321202514,5177.61322139089,1239618.46550899,464
466,34217,BRADENTON BEACH,,MANATEE,,,,,,,,,,,,,<5,-2,8929091.74121094,24520.4977229105,24520.4976096445,8929091.80920904,465
467,34219,PARRISH,,MANATEE,,,,,,,,,,,,,5 to 9,-1,561890798.162079,180634.699004268,180634.699226257,561890798.494686,466
468,34221,PALMETTO,,MANATEE,,,,,,,,,,,,,35,35,140848275.847076,119944.310358125,119944.310266856,140848275.840906,467
469,34222,ELLENTON,,MANATEE,,,,,,,,,,,,,12,12,16281385.9349518,26600.8870679044,26600.8870379563,16281385.9002628,468
470,34228,LONGBOAT KEY,,MANATEE,,,,,,,,,,,,,<5,-2,2243335.43873596,17840.0594347654,17840.0593373106,2243335.42930286,469
471,34234,SARASOTA,,MANATEE,,,,,,,,,,,,,0,0,341.025283813477,146.025866567631,146.025939683218,341.02471821973,470
472,34240,SARASOTA,,MANATEE,,,,,,,,,,,,,0,0,371727.701782227,32122.2289135638,32122.2290683152,371727.505124353,471
473,34243,SARASOTA,,MANATEE,,,,,,,,,,,,,5 to 9,-1,37239788.9477997,29925.7217225359,29925.7218163042,37239788.8786372,472
474,34250,TERRA CEIA,,MANATEE,,,,,,,,,,,,,0,0,1085624.8543396,5942.79972284852,5942.79978731728,1085624.91269169,473
475,34251,MYAKKA CITY,,MANATEE,,,,,,,,,,,,,<5,-2,774268837.170288,168350.54011859,168350.539588759,774268836.98195,474
476,34266,ARCADIA,,MANATEE,,,,,,,,,,,,,0,0,164067.238845825,22404.697921074,22404.6980888478,164067.283637714,475
477,32003,FLEMING ISLAND,,CLAY,,,,,,,,,,,,,21,21,60291691.894043,36116.8091395513,36116.8088916496,60291692.0645423,476
478,32043,GREEN COVE SPRINGS,,CLAY,,,,,,,,,,,,,16,16,591420303.184479,136343.649975864,136343.649560468,591420302.815242,477
479,32058,LAWTEY,,CLAY,,,,,,,,,,,,,0,0,14366370.459259,33209.853160048,33209.8531969449,14366370.2054594,478
480,32065,ORANGE PARK,,CLAY,,,,,,,,,,,,,29,29,58024144.5431519,63577.7147733739,63577.7153759845,58024144.6945735,479
481,32067,ORANGE PARK,,CLAY,,,,,,,,,,,,,5 to 9,-1,3468.00231933594,414.365353125285,414.365514784466,3468.00504894066,480
482,32068,MIDDLEBURG,,CLAY,,,,,,,,,,,,,30,30,293632657.268646,133307.161286486,133307.161210208,293632657.127804,481
483,32073,ORANGE PARK,,CLAY,,,,,,,,,,,,,65,65,49224256.1123352,47043.5801432385,47043.5804864703,49224256.0099802,482
484,32091,STARKE,,CLAY,,,,,,,,,,,,,0,0,172112534.646912,89213.7461073497,89213.7459422014,172112534.372582,483
485,32092,SAINT AUGUSTINE,,CLAY,,,,,,,,,,,,,0,0,110457.549713135,26065.2826772541,26065.2824057428,110457.66962704,484
486,32140,FLORAHOME,,CLAY,,,,,,,,,,,,,0,0,20743510.2699585,32836.1962779884,32836.1959822732,20743510.2709971,485
487,32177,PALATKA,,CLAY,,,,,,,,,,,,,0,0,1942070.68841553,19766.1213974264,19766.1214855504,1942070.65573813,486
488,32221,JACKSONVILLE,,CLAY,,,,,,,,,,,,,0,0,2591469.39486694,12673.6190017758,12673.6189059045,2591469.32397148,487
489,32222,JACKSONVILLE,,CLAY,,,,,,,,,,,,,0,0,16186.4883728027,2197.05217588146,2197.05215020988,16186.4780328714,488
490,32223,JACKSONVILLE,,CLAY,,,,,,,,,,,,,0,0,2933701.18707275,16152.4005651888,16152.4007809279,2933701.23300569,489
491,32234,JACKSONVILLE,,CLAY,,,,,,,,,,,,,0,0,134904742.92157,87234.972162129,87234.9723283707,134904742.953888,490
492,32244,JACKSONVILLE,,CLAY,,,,,,,,,,,,,0,0,68910.4225769043,9565.95741388683,9565.95744215986,68910.3708330678,491
493,32259,SAINT JOHNS,,CLAY,,,,,,,,,,,,,0,0,85166.2467956543,13609.1894883595,13609.189666756,85166.2589425218,492
494,32656,KEYSTONE HEIGHTS,,CLAY,,,,,,,,,,,,,<5,-2,232533137.836517,96796.4465407396,96796.445504929,232533137.988227,493
495,32666,MELROSE,,CLAY,,,,,,,,,,,,,0,0,32654535.0568848,45709.2740108153,45709.2739516063,32654535.0445785,494
496,33825,AVON PARK,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,23934522.6727142,30495.3218571777,30495.3216499355,23934522.7336757,495
497,33834,BOWLING GREEN,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,237531822.324463,94897.4435952499,94897.4438000541,237531822.193119,496
498,33841,FORT MEADE,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,2424587.94338989,35770.0496245034,35770.0496858555,2424587.77862666,497
499,33865,ONA,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,427968941.172516,110342.609781965,110342.610231457,427968941.263195,498
500,33872,SEBRING,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,67497.0212860107,10608.026277821,10608.0262749663,67496.9164698975,499
501,33873,WAUCHULA,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,313001958.016586,115268.174377417,115268.174139263,313001957.702493,500
502,33875,SEBRING,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,2167929.50756836,17846.2091301766,17846.2095729336,2167929.55025938,501
503,33890,ZOLFO SPRINGS,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,636735681.323395,131128.205866994,131128.205959637,636735681.623028,502
504,34219,PARRISH,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,6661137.69361877,15343.9882698238,15343.9882353337,6661137.69559926,503
505,34251,MYAKKA CITY,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,101634.712875366,22648.4732589222,22648.4733788995,101634.957202877,504
506,34266,ARCADIA,,HARDEE,,,,,,,,,,,,,SUPPRESSED,-3,2587801.28507996,6927.52065563828,6927.52068942793,2587801.22488002,505
507,32102,ASTOR,,MARION,,,,,,,,,,,,,0,0,66694950.9057007,38058.676838753,38058.6768058147,66694950.9106645,506
508,32113,CITRA,,MARION,,,,,,,,,,,,,5 to 9,-1,202782331.918854,137948.194208728,137948.194443911,202782332.057053,507
509,32133,EASTLAKE WEIR,,MARION,,,,,,,,,,,,,0,0,328149.893585205,2423.79411456082,2423.79400633448,328149.883236329,508
510,32134,FORT MC COY,,MARION,,,,,,,,,,,,,0,0,740952782.917969,193567.520207508,193567.519787938,740952782.979613,509
511,32148,INTERLACHEN,,MARION,,,,,,,,,,,,,0,0,26476.6522216797,5896.44582765867,5896.44537336922,26476.656599114,510
512,32159,LADY LAKE,,MARION,,,,,,,,,,,,,0,0,34100.754486084,8066.80654118903,8066.80650871696,34100.7967230779,511
513,32162,THE VILLAGES,,MARION,,,,,,,,,,,,,0,0,9271724.19619751,15008.3833750763,15008.3835340799,9271724.1185145,512
514,32179,OCKLAWAHA,,MARION,,,,,,,,,,,,,<5,-2,273687502.728302,137434.117245384,137434.117573422,273687502.574988,513
515,32180,PIERSON,,MARION,,,,,,,,,,,,,0,0,814679.066192627,29979.1718677416,29979.1724984411,814679.189039981,514
516,32195,WEIRSDALE,,MARION,,,,,,,,,,,,,0,0,64920763.6268616,42351.79079397,42351.7906231407,64920763.5534985,515
517,32617,ANTHONY,,MARION,,,,,,,,,,,,,<5,-2,79825646.5204468,53576.8070042525,53576.8064556932,79825646.5888849,516
518,32640,HAWTHORNE,,MARION,,,,,,,,,,,,,0,0,91355.0527954102,7256.27083782708,7256.27116674948,91355.0630392256,517
519,32664,MC INTOSH,,MARION,,,,,,,,,,,,,0,0,1663557.40380859,6866.63715903756,6866.63718560934,1663557.39402802,518
520,32667,MICANOPY,,MARION,,,,,,,,,,,,,0,0,92452233.9312439,67903.8586932402,67903.8585642637,92452234.2884456,519
521,32668,MORRISTON,,MARION,,,,,,,,,,,,,0,0,63626647.183075,54089.4263819511,54089.4260214405,63626647.2397509,520
522,32686,REDDICK,,MARION,,,,,,,,,,,,,<5,-2,194335866.251129,80437.2918201045,80437.2917707536,194335865.881179,521
523,32696,WILLISTON,,MARION,,,,,,,,,,,,,0,0,93282978.2736206,59701.1978955218,59701.1977825169,93282978.3778567,522
524,32702,ALTOONA,,MARION,,,,,,,,,,,,,0,0,128925078.692261,64945.9030799598,64945.903118699,128925078.638552,523
525,32784,UMATILLA,,MARION,,,,,,,,,,,,,0,0,163857802.067963,80374.93549431,80374.935949292,163857801.68116,524
526,33538,LAKE PANASOFFKEE,,MARION,,,,,,,,,,,,,0,0,467932.318115234,14469.8978656609,14469.8978817102,467932.484900214,525
527,34420,BELLEVIEW,,MARION,,,,,,,,,,,,,<5,-2,70087857.618927,68088.2065501869,68088.2063208613,70087857.8354618,526
528,34431,DUNNELLON,,MARION,,,,,,,,,,,,,<5,-2,161514539.623138,66942.6099676713,66942.6105437671,161514539.317807,527
529,34432,DUNNELLON,,MARION,,,,,,,,,,,,,<5,-2,299545572.926483,134456.591704775,134456.592341815,299545572.662298,528
530,34433,DUNNELLON,,MARION,,,,,,,,,,,,,0,0,104555.279785156,8101.68159315077,8101.68155180062,104555.261186882,529
531,34434,DUNNELLON,,MARION,,,,,,,,,,,,,0,0,352682.09942627,21482.1308812538,21482.1309528342,352682.134302229,530
532,34442,HERNANDO,,MARION,,,,,,,,,,,,,0,0,205854.119689941,12581.6717092739,12581.6720595288,205854.140536045,531
533,34449,INGLIS,,MARION,,,,,,,,,,,,,0,0,4565.07684326172,1423.68821417117,1423.6884063796,4565.0735271262,532
534,34470,OCALA,,MARION,,,,,,,,,,,,,5 to 9,-1,51703544.5592651,45343.3973382257,45343.3968993009,51703544.6016501,533
535,34471,OCALA,,MARION,,,,,,,,,,,,,5 to 9,-1,52109196.909668,44333.1727356677,44333.1728362008,52109197.0344585,534
536,34472,OCALA,,MARION,,,,,,,,,,,,,5 to 9,-1,111715457.830536,64610.931766034,64610.9313719586,111715457.623309,535
537,34473,OCALA,,MARION,,,,,,,,,,,,,5 to 9,-1,102679811.989655,57307.8802959024,57307.8803196726,102679811.906575,536
538,34474,OCALA,,MARION,,,,,,,,,,,,,5 to 9,-1,49601726.0947266,36821.7928929199,36821.7932705805,49601726.0717253,537
539,34475,OCALA,,MARION,,,,,,,,,,,,,<5,-2,75740124.7015381,63871.2404592485,63871.2409392644,75740124.5414403,538
540,34476,OCALA,,MARION,,,,,,,,,,,,,17,17,93313222.7693176,46548.4405176468,46548.4403707436,93313222.6135316,539
541,34478,OCALA,,MARION,,,,,,,,,,,,,0,0,6707.44024658203,327.685022938689,327.68511319547,6707.44400333847,540
542,34479,OCALA,,MARION,,,,,,,,,,,,,<5,-2,43471489.5518799,43106.3053009614,43106.3053770264,43471489.5109651,541
543,34480,OCALA,,MARION,,,,,,,,,,,,,5 to 9,-1,89069213.8913574,60945.9019482019,60945.901723499,89069214.1698379,542
544,34481,OCALA,,MARION,,,,,,,,,,,,,5 to 9,-1,151448749.336548,71079.7633668201,71079.7635171189,151448749.481989,543
545,34482,OCALA,,MARION,,,,,,,,,,,,,<5,-2,234866070.211914,105198.857429958,105198.857386279,234866070.144007,544
546,34484,OXFORD,,MARION,,,,,,,,,,,,,0,0,4194.62149047852,2786.56329328446,2786.56339122061,4194.62907355948,545
547,34488,SILVER SPRINGS,,MARION,,,,,,,,,,,,,<5,-2,421864436.67334,164911.561392397,164911.560728945,421864436.95354,546
548,34491,SUMMERFIELD,,MARION,,,,,,,,,,,,,16,16,117604531.332428,82242.0594500678,82242.0600719518,117604531.05636,547
549,32102,ASTOR,,VOLUSIA,,,,,,,,,,,,,0,0,29671760.5528564,44919.1110390355,44919.110801686,29671760.5418208,548
550,32110,BUNNELL,,VOLUSIA,,,,,,,,,,,,,0,0,353015.897094727,29070.6298170136,29070.6298470295,353015.680204312,549
551,32112,CRESCENT CITY,,VOLUSIA,,,,,,,,,,,,,0,0,1979583.265625,17803.9408805608,17803.9408389727,1979583.16662063,550
552,32114,DAYTONA BEACH,,VOLUSIA,,,,,,,,,,,,,21,21,41800015.619812,27753.037964499,27753.0382383048,41800015.6754566,551
553,32117,DAYTONA BEACH,,VOLUSIA,,,,,,,,,,,,,5 to 9,-1,30396395.2442932,30656.4380319218,30656.4383798129,30396395.2259257,552
554,32118,DAYTONA BEACH,,VOLUSIA,,,,,,,,,,,,,5 to 9,-1,5472456.72225952,33567.2045135242,33567.2047585339,5472456.94949589,553
555,32119,DAYTONA BEACH,,VOLUSIA,,,,,,,,,,,,,<5,-2,20397776.488739,27915.4349037782,27915.4346066126,20397776.5231865,554
556,32124,DAYTONA BEACH,,VOLUSIA,,,,,,,,,,,,,12,12,108431214.557678,58572.1166136677,58572.1167394804,108431214.31863,555
557,32127,PORT ORANGE,,VOLUSIA,,,,,,,,,,,,,5 to 9,-1,38071272.0404053,63049.9715272889,63049.9715425756,38071272.0750316,556
558,32128,PORT ORANGE,,VOLUSIA,,,,,,,,,,,,,10,10,71832844.8707581,50267.5357260531,50267.5354203691,71832844.8338065,557
559,32129,PORT ORANGE,,VOLUSIA,,,,,,,,,,,,,10,10,20438456.901001,27574.768084145,27574.7676785543,20438456.8145781,558
560,32130,DE LEON SPRINGS,,VOLUSIA,,,,,,,,,,,,,0,0,264941418.410858,118916.805804878,118916.805549932,264941418.487008,559
561,32132,EDGEWATER,,VOLUSIA,,,,,,,,,,,,,<5,-2,46959318.4568787,42244.8276904405,42244.8274120463,46959318.7631549,560
562,32134,FORT MC COY,,VOLUSIA,,,,,,,,,,,,,0,0,23854.3793640137,4284.06484388845,4284.06467015564,23854.3649697554,561
563,32136,FLAGLER BEACH,,VOLUSIA,,,,,,,,,,,,,0,0,4643907.28353882,16545.0587315971,16545.0586117049,4643907.27267866,562
564,32141,EDGEWATER,,VOLUSIA,,,,,,,,,,,,,<5,-2,73860441.3677063,52534.7608434565,52534.7606051023,73860441.2159084,563
565,32168,NEW SMYRNA BEACH,,VOLUSIA,,,,,,,,,,,,,5 to 9,-1,364741686.153198,160154.77380917,160154.77405366,364741686.10952,564
566,32169,NEW SMYRNA BEACH,,VOLUSIA,,,,,,,,,,,,,<5,-2,25418904.1689148,72584.9941706889,72584.994186823,25418903.863722,565
567,32174,ORMOND BEACH,,VOLUSIA,,,,,,,,,,,,,43,43,243845141.112915,124700.834940886,124700.835227123,243845140.815131,566
568,32176,ORMOND BEACH,,VOLUSIA,,,,,,,,,,,,,5 to 9,-1,8921622.24057007,41674.7516455772,41674.7516852671,8921621.96375228,567
569,32180,PIERSON,,VOLUSIA,,,,,,,,,,,,,0,0,431944915.879639,141506.770344631,141506.770796923,431944916.027766,568
570,32190,SEVILLE,,VOLUSIA,,,,,,,,,,,,,0,0,83691037.0262146,48140.2552926447,48140.2556909815,83691037.4501699,569
571,32713,DEBARY,,VOLUSIA,,,,,,,,,,,,,18,18,61743337.7680664,50738.5592611627,50738.5593990956,61743337.8302047,570
572,32720,DELAND,,VOLUSIA,,,,,,,,,,,,,12,12,96646853.1130981,62879.497045356,62879.4978683124,96646853.1030115,571
573,32723,DELAND,,VOLUSIA,,,,,,,,,,,,,0,0,241898.975006104,2430.13867368466,2430.13867431699,241898.978878582,572
574,32724,DELAND,,VOLUSIA,,,,,,,,,,,,,14,14,256779293.062103,100552.767846216,100552.768514271,256779293.111395,573
575,32725,DELTONA,,VOLUSIA,,,,,,,,,,,,,27,27,81582847.5522766,57981.664149287,57981.6644863173,81582847.8643333,574
576,32732,GENEVA,,VOLUSIA,,,,,,,,,,,,,0,0,1767525.52389526,45953.0402725691,45953.0401004991,1767525.47597781,575
577,32736,EUSTIS,,VOLUSIA,,,,,,,,,,,,,0,0,5041886.18731689,17878.7223203335,17878.7222370103,5041886.20698569,576
578,32738,DELTONA,,VOLUSIA,,,,,,,,,,,,,17,17,94638297.6309814,72883.029004173,72883.0286841243,94638297.9808877,577
579,32744,LAKE HELEN,,VOLUSIA,,,,,,,,,,,,,<5,-2,35333537.5218506,29841.4453788288,29841.445037477,35333537.4571534,578
580,32754,MIMS,,VOLUSIA,,,,,,,,,,,,,0,0,88780807.3401184,79207.4817898461,79207.4823590689,88780807.1594852,579
581,32759,OAK HILL,,VOLUSIA,,,,,,,,,,,,,<5,-2,140952016.701385,119294.842994252,119294.843206086,140952016.695886,580
582,32763,ORANGE CITY,,VOLUSIA,,,,,,,,,,,,,13,13,50041671.7940369,47034.6082039937,47034.6082538923,50041671.6877871,581
583,32764,OSTEEN,,VOLUSIA,,,,,,,,,,,,,0,0,291271048.071564,143395.000349526,143395.000435659,291271048.018595,582
584,32766,OVIEDO,,VOLUSIA,,,,,,,,,,,,,0,0,829001.381072998,19497.6825924798,19497.6826070518,829001.42996709,583
585,32771,SANFORD,,VOLUSIA,,,,,,,,,,,,,0,0,1077279.37722778,10956.3329129781,10956.3331101088,1077279.31521336,584
586,327MX,,,VOLUSIA,,,,,,,,,,,,,0,0,858347.194396973,6036.89046629508,6036.89051008206,858347.217970736,585
587,32008,BRANFORD,,DIXIE,,,,,,,,,,,,,SUPPRESSED,-3,24389591.8627319,33420.6940630176,33420.6936861974,24389591.7584417,586
588,32066,MAYO,,DIXIE,,,,,,,,,,,,,SUPPRESSED,-3,23332726.9514465,28339.2541557901,28339.2541311027,23332726.7041073,587
589,320MX,,,DIXIE,,,,,,,,,,,,,SUPPRESSED,-3,187111.91116333,8056.32806577927,8056.32800780192,187111.967393553,588
590,32359,STEINHATCHEE,,DIXIE,,,,,,,,,,,,,SUPPRESSED,-3,314598683.405457,132562.665209671,132562.665169022,314598683.490174,589
591,32619,BELL,,DIXIE,,,,,,,,,,,,,SUPPRESSED,-3,510610.112304688,28492.9784575468,28492.9783461306,510610.122156411,590
592,32626,CHIEFLAND,,DIXIE,,,,,,,,,,,,,SUPPRESSED,-3,5333002.75350952,33722.3109973291,33722.3112017781,5333002.81216581,591
593,32628,CROSS CITY,,DIXIE,,,,,,,,,,,,,SUPPRESSED,-3,327894835.511566,118193.293707603,118193.29425048,327894835.623048,592
