OBJECTID_1,ZIP,NAME,STATE,COUNTYNAME,TotalPopulation,PercentGenZ,PercentMillenial,PercentGenX,PercentBoomer,PercentSilentGen,MedianHouseholdIncome,PercentHispanic,PercentMinority,PercentBelowPoverty,PercentPopGroupLiving,PlaceNames,Cases_1,LabelY,Shape__Area,Shape__Length,Shape_Length,Shape_Area,OBJECTID
849,33756,CLEARWATER,,PINELLAS,,,,,,,,,,,,,34,34,20738648.1885071,24774.7299871442,24774.730281051,20738648.282402,848
850,33759,CLEARWATER,,PINELLAS,,,,,,,,,,,,,15,15,14209721.7171173,29035.7987618143,29035.7984939815,14209721.6611844,849
851,33760,CLEARWATER,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,13793359.88414,29167.0901126101,29167.089493088,13793359.7426277,850
852,33761,CLEARWATER,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,13382623.5753632,20787.7572942045,20787.7573272351,13382623.5234845,851
853,33762,CLEARWATER,,PINELLAS,,,,,,,,,,,,,<5,-2,22382202.9833069,34741.460103037,34741.4597823446,22382202.9978015,852
854,33763,CLEARWATER,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,9659144.318573,21519.0847562122,21519.0844556024,9659144.37220775,853
855,33764,CLEARWATER,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,16821651.0147858,33719.7021624738,33719.7020187483,16821651.0331787,854
856,33765,CLEARWATER,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,10772221.0325775,24092.2084413107,24092.2083997102,10772221.0025047,855
857,33767,CLEARWATER BEACH,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,8207082.83169556,35147.5466941443,35147.5466049453,8207082.82379831,856
858,33770,LARGO,,PINELLAS,,,,,,,,,,,,,12,12,13632076.4324341,23007.3626866043,23007.3629278547,13632076.3626552,857
859,33771,LARGO,,PINELLAS,,,,,,,,,,,,,16,16,16356311.1177063,31733.6879501974,31733.6883708347,16356311.1221066,858
860,33772,SEMINOLE,,PINELLAS,,,,,,,,,,,,,24,24,14419114.2214966,19339.182868763,19339.1827664062,14419114.3108619,859
861,33773,LARGO,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,15063092.9520416,30099.1541273027,30099.1540111693,15063093.0484749,860
862,33774,LARGO,,PINELLAS,,,,,,,,,,,,,26,26,12554600.366394,15989.5509270229,15989.5515501412,12554600.364587,861
863,33776,SEMINOLE,,PINELLAS,,,,,,,,,,,,,11,11,9435966.63694763,14068.670591865,14068.6708233996,9435966.6341165,862
864,33777,SEMINOLE,,PINELLAS,,,,,,,,,,,,,11,11,13864496.1131744,22028.4564943643,22028.4564095659,13864496.0069155,863
865,33778,LARGO,,PINELLAS,,,,,,,,,,,,,<5,-2,9861217.72071838,18796.821525435,18796.8215542052,9861217.69948409,864
866,33781,PINELLAS PARK,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,16918340.5669403,26431.1251989171,26431.1246527775,16918340.56045,865
867,33782,PINELLAS PARK,,PINELLAS,,,,,,,,,,,,,<5,-2,14985305.2150726,23852.307796969,23852.3079036674,14985305.2989258,866
868,33785,INDIAN ROCKS BEACH,,PINELLAS,,,,,,,,,,,,,<5,-2,6761140.77476501,19292.7973089441,19292.7974094464,6761140.7123397,867
869,33786,BELLEAIR BEACH,,PINELLAS,,,,,,,,,,,,,<5,-2,2952866.75262451,8105.63373106462,8105.63366350761,2952866.70933895,868
870,34655,NEW PORT RICHEY,,PINELLAS,,,,,,,,,,,,,0,0,129854.755172729,13681.0023318921,13681.0022829578,129854.618320038,869
871,34677,OLDSMAR,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,29018488.1034851,37165.4293493351,37165.42945199,29018487.9947337,870
872,34681,CRYSTAL BEACH,,PINELLAS,,,,,,,,,,,,,<5,-2,3037.09742736816,245.576323840727,245.576382163581,3037.10057304534,871
873,34683,PALM HARBOR,,PINELLAS,,,,,,,,,,,,,15,15,31574001.6209412,30337.6131062589,30337.6133320964,31574001.62097,872
874,34684,PALM HARBOR,,PINELLAS,,,,,,,,,,,,,13,13,19838946.5453644,25135.5217150676,25135.5213326044,19838946.4979486,873
875,34685,PALM HARBOR,,PINELLAS,,,,,,,,,,,,,<5,-2,30469781.5249329,42100.9800914071,42100.9799647363,30469781.6533804,874
876,34688,TARPON SPRINGS,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,42493211.6510773,37414.0253934147,37414.0256320816,42493211.5579421,875
877,34689,TARPON SPRINGS,,PINELLAS,,,,,,,,,,,,,19,19,31181639.1220398,38340.1316458646,38340.1317836079,31181639.2274118,876
878,34690,HOLIDAY,,PINELLAS,,,,,,,,,,,,,0,0,43847.9998931885,3920.54115455979,3920.54095467579,43847.9524108994,877
879,34691,HOLIDAY,,PINELLAS,,,,,,,,,,,,,0,0,430531.464660645,11170.9036656739,11170.903744774,430531.50174048,878
880,34695,SAFETY HARBOR,,PINELLAS,,,,,,,,,,,,,5 to 9,-1,21573794.6119232,38365.3149204099,38365.3152287715,21573794.6664002,879
881,34698,DUNEDIN,,PINELLAS,,,,,,,,,,,,,18,18,28411900.6164703,37902.3669286563,37902.3672734942,28411900.5995968,880
882,32008,BRANFORD,,SUWANNEE,,,,,,,,,,,,,<5,-2,92957719.5970459,62644.4854701904,62644.4854910317,92957719.6273647,881
883,32024,LAKE CITY,,SUWANNEE,,,,,,,,,,,,,0,0,64889002.4786072,73537.8462794098,73537.8461375273,64889002.0576107,882
884,32038,FORT WHITE,,SUWANNEE,,,,,,,,,,,,,0,0,99033.163482666,15999.8995688054,15999.8999715381,99033.2920161233,883
885,32052,JASPER,,SUWANNEE,,,,,,,,,,,,,0,0,56537.8424987793,16263.1875669914,16263.187777546,56537.8537864369,884
886,32055,LAKE CITY,,SUWANNEE,,,,,,,,,,,,,0,0,85543.872253418,10206.5604267503,10206.5604457814,85543.8960911453,885
887,32059,LEE,,SUWANNEE,,,,,,,,,,,,,0,0,7796.04061889648,1786.0514200486,1786.05144531026,7796.05007531883,886
888,32060,LIVE OAK,,SUWANNEE,,,,,,,,,,,,,17,17,1039214766.56973,238350.770512399,238350.770829338,1039214766.92669,887
889,32062,MC ALPIN,,SUWANNEE,,,,,,,,,,,,,<5,-2,162213228.277405,104807.560237629,104807.560757809,162213228.290733,888
890,32064,LIVE OAK,,SUWANNEE,,,,,,,,,,,,,56,56,19770445.2766418,23627.7428506668,23627.7429936474,19770445.1741441,889
891,32066,MAYO,,SUWANNEE,,,,,,,,,,,,,0,0,433529.480255127,25553.4239827831,25553.4238820146,433529.519709398,890
892,32071,O BRIEN,,SUWANNEE,,,,,,,,,,,,,<5,-2,268093669.709473,130200.685185197,130200.685210887,268093669.870561,891
893,32094,WELLBORN,,SUWANNEE,,,,,,,,,,,,,<5,-2,137522426.051483,98171.8177819691,98171.8178984317,137522425.799966,892
894,32096,WHITE SPRINGS,,SUWANNEE,,,,,,,,,,,,,0,0,7122120.18197632,23257.0286312775,23257.0288629791,7122120.28860005,893
895,32003,FLEMING ISLAND,,DUVAL,,,,,,,,,,,,,0,0,34194.3324584961,1894.9098547785,1894.90970807595,34194.305237524,894
896,32009,BRYCEVILLE,,DUVAL,,,,,,,,,,,,,0,0,3655723.62091064,22185.5295408429,22185.529714199,3655723.60093837,895
897,32011,CALLAHAN,,DUVAL,,,,,,,,,,,,,0,0,1165897.32739258,52508.9795288478,52508.9800464842,1165897.33956237,896
898,32034,FERNANDINA BEACH,,DUVAL,,,,,,,,,,,,,0,0,8792427.94168091,25806.1015045292,25806.1016869418,8792427.96074743,897
899,32065,ORANGE PARK,,DUVAL,,,,,,,,,,,,,0,0,752342.51651001,10892.496014101,10892.4960598216,752342.625643287,898
900,32073,ORANGE PARK,,DUVAL,,,,,,,,,,,,,0,0,402224.667938232,17125.2973052676,17125.2973880157,402224.650419163,899
901,32081,PONTE VEDRA,,DUVAL,,,,,,,,,,,,,0,0,9013510.86782837,25703.6149978315,25703.6150990731,9013510.82070132,900
902,32082,PONTE VEDRA BEACH,,DUVAL,,,,,,,,,,,,,0,0,7782.22467041016,965.052720249511,965.052596812226,7782.21735482553,901
903,32097,YULEE,,DUVAL,,,,,,,,,,,,,0,0,1669935.26467896,34416.7589586662,34416.7586566867,1669935.24928228,902
904,32099,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,0,0,713752.250854492,3497.03684829848,3497.03679302932,713752.275228357,903
905,32202,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,<5,-2,8063724.27600098,20918.8751851903,20918.8749663478,8063724.35126187,904
906,32204,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,23,23,13625213.60495,20397.4875655759,20397.4877042096,13625213.6248521,905
907,32205,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,5 to 9,-1,20080850.3445129,23512.6660548238,23512.665741955,20080850.397576,906
908,32206,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,10,10,19863792.9959412,26675.0000356099,26674.9995620656,19863793.0073421,907
909,32207,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,164,164,41486735.4593506,32239.1673879428,32239.1670348611,41486735.346092,908
910,32208,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,35,35,35534423.5104675,36872.1752348235,36872.1754736221,35534423.449682,909
911,32209,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,12,12,24274228.2793274,31026.1405799565,31026.1407638855,24274228.3640323,910
912,32210,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,31,31,67271927.6409607,54602.9297721775,54602.9295286165,67271927.7067102,911
913,32211,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,21,21,25095704.0769043,24638.6073951988,24638.607135562,25095704.1282103,912
914,32212,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,12,12,16355443.2358704,21012.0328488423,21012.032739925,16355443.4056342,913
915,32214,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,<5,-2,174564.056640625,1943.9247793025,1943.92464753009,174564.041373242,914
916,32216,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,44,44,33914689.7288208,31377.77990227,31377.7795316072,33914689.7807139,915
917,32217,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,5 to 9,-1,23902908.2841492,23189.0185515217,23189.0185575009,23902908.3343393,916
918,32218,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,30,30,257872606.475708,98773.4073066405,98773.4082695743,257872606.508657,917
919,32219,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,5 to 9,-1,141727006.062561,66429.9406912093,66429.9401631116,141727005.973975,918
920,32220,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,5 to 9,-1,153704821.384033,72226.156093249,72226.1562993667,153704821.254902,919
921,32221,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,11,11,126500898.631409,56901.0940360766,56901.0940849923,126500898.353759,920
922,32222,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,13,13,29763947.8406677,33522.2363368959,33522.2364433932,29763947.9391455,921
923,32223,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,15,15,54270028.4942017,31555.8240700477,31555.8243517991,54270028.4348416,922
924,32224,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,21,21,56260918.3792114,44462.2009915455,44462.2013439755,56260918.4124454,923
925,32225,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,32,32,73512711.769928,50715.7622372265,50715.7624978979,73512711.655807,924
926,32226,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,15,15,225313813.089325,162575.29215295,162575.292172229,225313813.002279,925
927,32227,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,<5,-2,3964641.21420288,14067.8467735529,14067.8467092035,3964641.20106739,926
928,32233,ATLANTIC BEACH,,DUVAL,,,,,,,,,,,,,5 to 9,-1,22474450.5161743,32563.3560118566,32563.3561385864,22474450.4763805,927
929,32234,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,<5,-2,168057347.771729,68317.4227568394,68317.422856116,168057348.750918,928
930,32244,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,27,27,69344560.7424011,52349.7731482142,52349.7732076237,69344560.7350904,929
931,32246,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,23,23,50666585.1213379,39486.6128599005,39486.6124454904,50666585.1784336,930
932,32250,JACKSONVILLE BEACH,,DUVAL,,,,,,,,,,,,,29,29,21587726.0415344,27435.2926606674,27435.2926790245,21587725.7800378,931
933,32254,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,5 to 9,-1,31640221.6820679,27120.7602157215,27120.7601925674,31640221.6942846,932
934,32256,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,52,52,156033311.357666,56881.9208089574,56881.9208460307,156033311.218589,933
935,32257,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,20,20,43557776.7435608,30485.2464217753,30485.2464604744,43557776.7414576,934
936,32258,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,23,23,49313274.3656311,36592.8791053169,36592.8792959882,49313274.4368173,935
937,32259,SAINT JOHNS,,DUVAL,,,,,,,,,,,,,0,0,243581.121490479,14626.775205911,14626.7753014095,243581.162109277,936
938,32266,NEPTUNE BEACH,,DUVAL,,,,,,,,,,,,,5 to 9,-1,5401529.5796814,10328.1429583504,10328.1430026281,5401529.54812588,937
939,32277,JACKSONVILLE,,DUVAL,,,,,,,,,,,,,13,13,39629364.1417847,28973.6086125909,28973.608438706,39629364.0344333,938
940,32008,BRANFORD,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,268444001.254364,87415.9133689186,87415.913521125,268444001.592753,939
941,32059,LEE,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,14397781.4096375,31011.2952102883,31011.2948077133,14397781.5695106,940
942,32060,LIVE OAK,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,1133456.12295532,57715.0289695868,57715.0287002315,1133456.04898003,941
943,32066,MAYO,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,1045805760.06104,191939.695099327,191939.694409023,1045805759.95458,942
944,32071,O BRIEN,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,846582.350372314,40362.1130123352,40362.1132704327,846582.186752432,943
945,320MX,,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,18217454.2813721,33949.1995435074,33949.1994924049,18217454.2538022,944
946,32348,PERRY,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,579190.641296387,7381.21990627775,7381.21999876547,579190.60223707,945
947,32356,SALEM,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,8197601.56103516,20131.5513605913,20131.5513386336,8197601.75562174,946
948,32359,STEINHATCHEE,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,6428218.26245117,10641.4754968979,10641.4755758967,6428218.4814064,947
949,32619,BELL,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,406199.838104248,17455.6011931473,17455.6015066246,406199.802483074,948
950,32680,OLD TOWN,,LAFAYETTE,,,,,,,,,,,,,SUPPRESSED,-3,53383635.418335,43367.0300687169,43367.0298513688,53383635.4711542,949
951,32320,APALACHICOLA,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,95362924.7463074,52023.8599330917,52023.8597785201,95362924.6962293,950
952,32321,BRISTOL,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,5309569.78105164,80902.106871118,80902.1077649417,5309569.85422628,951
953,32404,PANAMA CITY,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,30407432.7274933,33009.6786365545,33009.6785193473,30407432.9127707,952
954,32424,BLOUNTSTOWN,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,2291927.68435669,10361.2672400636,10361.2667570901,2291927.76114942,953
955,32449,WEWAHITCHKA,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,0.939804077148438,14.8611704711405,14.8611779433084,0.939658798524317,954
956,32456,PORT SAINT JOE,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,422982243.55928,217670.953057493,217670.952230405,422982243.553429,955
957,32465,WEWAHITCHKA,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,910989199.619431,215927.024908687,215927.023740731,910989199.394404,956
958,324MX,,,GULF,,,,,,,,,,,,,SUPPRESSED,-3,2505509.4581604,6707.3022984777,6707.30234920071,2505509.49560569,957
959,32025,LAKE CITY,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,51465.3422546387,9383.45691922305,9383.45684991841,51465.3278041796,958
960,32040,GLEN SAINT MARY,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,34516916.8330078,37940.0455732266,37940.0455320963,34516916.8773444,959
961,32054,LAKE BUTLER,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,499527689.18866,117035.07141318,117035.071746891,499527689.402934,960
962,32058,LAWTEY,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,18958063.2431335,30260.6523673052,30260.6521014397,18958063.2818951,961
963,32061,LULU,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,121647.647491455,22328.8256603819,22328.8257803492,121647.625027782,962
964,32083,RAIFORD,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,92017527.9220276,54234.1510253842,54234.1510541502,92017528.0069837,963
965,32087,SANDERSON,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,163832.699584961,1766.56804585725,1766.56810635943,163832.728577169,964
966,32091,STARKE,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,1318459.96578979,9981.74193494204,9981.74181325631,1318459.92613369,965
967,32615,ALACHUA,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,219449.942108154,18946.5949135361,18946.5947940091,219449.898154789,966
968,32622,BROOKER,,UNION,,,,,,,,,,,,,SUPPRESSED,-3,80710.5404052734,16548.6621988277,16548.6614453796,80710.5069079738,967
969,32044,HAMPTON,,BRADFORD,,,,,,,,,,,,,0,0,46167094.0798035,58110.543664368,58110.5436916573,46167094.2640328,968
970,32054,LAKE BUTLER,,BRADFORD,,,,,,,,,,,,,0,0,46874941.740509,65804.101132198,65804.1014965788,46874941.682013,969
971,32058,LAWTEY,,BRADFORD,,,,,,,,,,,,,<5,-2,157739039.939362,59383.9238499739,59383.9243000751,157739039.997451,970
972,32083,RAIFORD,,BRADFORD,,,,,,,,,,,,,0,0,38516.0958557129,7053.46325321906,7053.46306137515,38516.0769823262,971
973,32091,STARKE,,BRADFORD,,,,,,,,,,,,,36,36,349035994.672272,125118.791423199,125118.792164638,349035995.141324,972
974,32234,JACKSONVILLE,,BRADFORD,,,,,,,,,,,,,0,0,84852.3457641602,12074.3664487148,12074.3663754352,84852.2981343392,973
975,32609,GAINESVILLE,,BRADFORD,,,,,,,,,,,,,0,0,60671.1195678711,8072.38163987082,8072.38227493414,60671.0693031932,974
976,32615,ALACHUA,,BRADFORD,,,,,,,,,,,,,0,0,91537.231842041,13133.116238879,13133.1166802172,91537.2532304859,975
977,32622,BROOKER,,BRADFORD,,,,,,,,,,,,,0,0,154021149.302216,75570.4214774136,75570.4214091121,154021149.234978,976
978,32656,KEYSTONE HEIGHTS,,BRADFORD,,,,,,,,,,,,,0,0,7629553.99395752,16599.6517176422,16599.651626424,7629553.96290525,977
979,32666,MELROSE,,BRADFORD,,,,,,,,,,,,,0,0,12081699.7164307,28313.1871491048,28313.1870699152,12081699.704971,978
980,32694,WALDO,,BRADFORD,,,,,,,,,,,,,0,0,2919481.61203003,12129.4809112452,12129.4810980779,2919481.60576246,979
981,32305,TALLAHASSEE,,WAKULLA,,,,,,,,,,,,,0,0,195202.351104736,24952.077786266,24952.0779693767,195202.492085218,980
982,32310,TALLAHASSEE,,WAKULLA,,,,,,,,,,,,,0,0,76448.3145294189,14691.0408208137,14691.0411072211,76448.3258332273,981
983,32327,CRAWFORDVILLE,,WAKULLA,,,,,,,,,,,,,13,13,925577448.824738,222279.170107101,222279.169011089,925577448.547396,982
984,32334,HOSFORD,,WAKULLA,,,,,,,,,,,,,0,0,1404.05068969727,400.026206195136,400.026203843239,1404.04574081968,983
985,32336,LAMONT,,WAKULLA,,,,,,,,,,,,,0,0,2385.61405944824,5896.74303480187,5896.74306824816,2385.60757301939,984
986,32344,MONTICELLO,,WAKULLA,,,,,,,,,,,,,0,0,12682673.7015839,25671.4863233939,25671.4861732759,12682673.6513079,985
987,32346,PANACEA,,WAKULLA,,,,,,,,,,,,,0,0,63216506.47995,90162.7560494912,90162.7567288951,63216506.5056675,986
988,32355,SAINT MARKS,,WAKULLA,,,,,,,,,,,,,0,0,432638.751586914,3029.28344287753,3029.28312957366,432638.736135943,987
989,32358,SOPCHOPPY,,WAKULLA,,,,,,,,,,,,,0,0,574782484.149429,186348.428929345,186348.429825834,574782484.039124,988
990,323MH,,,WAKULLA,,,,,,,,,,,,,0,0,22491.3630523682,1043.65037802565,1043.65017118582,22491.3495851362,989
991,32709,CHRISTMAS,,BREVARD,,,,,,,,,,,,,0,0,237306.429046631,30379.6101899097,30379.6112954082,237306.458406531,990
992,32754,MIMS,,BREVARD,,,,,,,,,,,,,<5,-2,236248869.359161,114951.5155932,114951.514871505,236248869.174319,991
993,32759,OAK HILL,,BREVARD,,,,,,,,,,,,,0,0,54311.2969970703,19525.5702331659,19525.5701569951,54311.2590300143,992
994,32780,TITUSVILLE,,BREVARD,,,,,,,,,,,,,5 to 9,-1,117213802.81134,94715.9289431515,94715.92876792,117213802.851629,993
995,32796,TITUSVILLE,,BREVARD,,,,,,,,,,,,,<5,-2,163604316.934113,130521.446825202,130521.446291136,163604316.846801,994
996,327MH,,,BREVARD,,,,,,,,,,,,,0,0,1782261.24432373,10646.9188704465,10646.9186407432,1782261.23135834,995
997,327MX,,,BREVARD,,,,,,,,,,,,,0,0,1660.98651123047,266.877446967644,266.877381263125,1660.98441901471,996
998,32815,ORLANDO,,BREVARD,,,,,,,,,,,,,0,0,145605385.683197,151931.916846134,151931.916581533,145605385.746926,997
999,32901,MELBOURNE,,BREVARD,,,,,,,,,,,,,11,11,30953862.1455688,33920.7835764456,33920.783032218,30953862.0334656,998
1000,32903,INDIALANTIC,,BREVARD,,,,,,,,,,,,,<5,-2,10081004.2328186,19890.6576035931,19890.6577276161,10081004.2432874,999
1001,32904,MELBOURNE,,BREVARD,,,,,,,,,,,,,5 to 9,-1,495956257.728271,137683.26360799,137683.262819849,495956258.08155,1000
1002,32905,PALM BAY,,BREVARD,,,,,,,,,,,,,5 to 9,-1,24429409.4963074,29501.7620899813,29501.7618946484,24429409.6726573,1001
1003,32907,PALM BAY,,BREVARD,,,,,,,,,,,,,12,12,51219149.4795532,48942.8182988952,48942.8184547679,51219149.3353685,1002
1004,32908,PALM BAY,,BREVARD,,,,,,,,,,,,,<5,-2,44516669.7967224,37532.1249135141,37532.1247737919,44516669.9072562,1003
1005,32909,PALM BAY,,BREVARD,,,,,,,,,,,,,11,11,144494121.240906,69738.2447754817,69738.2441410319,144494121.370205,1004
1006,32919,MELBOURNE,,BREVARD,,,,,,,,,,,,,0,0,144063.811737061,1516.46574835983,1516.4656238378,144063.783540966,1005
1007,32920,CAPE CANAVERAL,,BREVARD,,,,,,,,,,,,,<5,-2,49166942.198822,67862.6445354917,67862.6440548601,49166941.8648776,1006
1008,32922,COCOA,,BREVARD,,,,,,,,,,,,,5 to 9,-1,14003842.8021545,20420.3873297394,20420.387679064,14003842.8712417,1007
1009,32925,PATRICK AFB,,BREVARD,,,,,,,,,,,,,0,0,8755531.57327271,15865.5125508999,15865.512552789,8755531.72700352,1008
1010,32926,COCOA,,BREVARD,,,,,,,,,,,,,12,12,151202670.249115,83711.4425004076,83711.4429856222,151202670.308289,1009
1011,32927,COCOA,,BREVARD,,,,,,,,,,,,,<5,-2,58145056.831604,44965.0494989606,44965.0494042216,58145056.7863552,1010
1012,32931,COCOA BEACH,,BREVARD,,,,,,,,,,,,,5 to 9,-1,14022298.1373596,30002.5602882491,30002.5600557442,14022298.1235297,1011
1013,32934,MELBOURNE,,BREVARD,,,,,,,,,,,,,5 to 9,-1,59582090.9290771,52258.410906505,52258.4103765033,59582090.7337052,1012
1014,32935,MELBOURNE,,BREVARD,,,,,,,,,,,,,13,13,34990131.6187439,41225.6581159104,41225.6579735427,34990131.5840943,1013
1015,32937,SATELLITE BEACH,,BREVARD,,,,,,,,,,,,,15,15,15538164.9638977,30487.2375291819,30487.2376681347,15538164.8869619,1014
1016,32940,MELBOURNE,,BREVARD,,,,,,,,,,,,,21,21,248380960.608276,96640.5489127699,96640.5487068707,248380960.971387,1015
1017,32948,FELLSMERE,,BREVARD,,,,,,,,,,,,,0,0,35830783.4498596,38311.5933452361,38311.5929872893,35830783.1092026,1016
1018,32949,GRANT,,BREVARD,,,,,,,,,,,,,<5,-2,53479843.6255798,44414.0766353075,44414.0765562859,53479843.5067066,1017
1019,32950,MALABAR,,BREVARD,,,,,,,,,,,,,<5,-2,47982490.1099243,47614.8814969425,47614.8816321569,47982490.0451638,1018
1020,32951,MELBOURNE BEACH,,BREVARD,,,,,,,,,,,,,<5,-2,20113669.8929138,65857.5073214686,65857.5072322861,20113669.9453485,1019
1021,32952,MERRITT ISLAND,,BREVARD,,,,,,,,,,,,,5 to 9,-1,49822200.3905334,82312.9234965873,82312.923592923,49822200.3105291,1020
1022,32953,MERRITT ISLAND,,BREVARD,,,,,,,,,,,,,5 to 9,-1,117152923.093109,70560.1409612087,70560.1405467998,117152922.820368,1021
1023,32955,ROCKLEDGE,,BREVARD,,,,,,,,,,,,,5 to 9,-1,150306812.410522,84713.7258546044,84713.7261548591,150306812.279548,1022
1024,32958,SEBASTIAN,,BREVARD,,,,,,,,,,,,,0,0,2839.8369140625,760.374050088978,760.374068384176,2839.83827323651,1023
1025,32966,VERO BEACH,,BREVARD,,,,,,,,,,,,,0,0,667.533416748047,813.01493302151,813.015018134321,667.535132959444,1024
1026,32976,SEBASTIAN,,BREVARD,,,,,,,,,,,,,<5,-2,57474877.4345703,41221.6749104649,41221.6748672303,57474877.4319955,1025
1027,329MH,,,BREVARD,,,,,,,,,,,,,0,0,5786419.19610596,41257.1548712284,41257.1550852302,5786419.23660186,1026
1028,329MX,,,BREVARD,,,,,,,,,,,,,0,0,28631563.5918274,102210.501635978,102210.501250615,28631563.2826818,1027
1029,34739,KENANSVILLE,,BREVARD,,,,,,,,,,,,,0,0,128161.357849121,15208.5340402705,15208.5340173161,128161.63789741,1028
1030,34773,SAINT CLOUD,,BREVARD,,,,,,,,,,,,,0,0,384123.754333496,33240.925501413,33240.9254984741,384123.485723641,1029
1031,33525,DADE CITY,,POLK,,,,,,,,,,,,,0,0,5998334.07058716,18252.6607739161,18252.6607275783,5998334.07439118,1030
1032,33540,ZEPHYRHILLS,,POLK,,,,,,,,,,,,,0,0,1979152.85391235,6735.34113267854,6735.34118179327,1979152.88194668,1031
1033,33547,LITHIA,,POLK,,,,,,,,,,,,,0,0,44850764.5477295,57721.4795474325,57721.4794673511,44850764.4663758,1032
1034,33566,PLANT CITY,,POLK,,,,,,,,,,,,,0,0,40276.597869873,7128.52230038678,7128.52248912119,40276.6160043437,1033
1035,33567,PLANT CITY,,POLK,,,,,,,,,,,,,0,0,226522.834274292,13324.6754740399,13324.6754717225,226522.932960461,1034
1036,33801,LAKELAND,,POLK,,,,,,,,,,,,,5 to 9,-1,53635852.6374817,44405.4399012872,44405.4402746674,53635852.6836357,1035
1037,33803,LAKELAND,,POLK,,,,,,,,,,,,,10,10,51311691.9492645,57592.8073437696,57592.8071273378,51311691.8050328,1036
1038,33805,LAKELAND,,POLK,,,,,,,,,,,,,19,19,86152288.4959869,56529.3668680127,56529.366557055,86152288.1223141,1037
1039,33807,LAKELAND,,POLK,,,,,,,,,,,,,0,0,9918.36074829102,1167.72514562481,1167.72519086464,9918.35499154969,1038
